evidence_block,grain,item,item_2,item_3,rank_label,rank_value,release_year,start_year,end_year,games,game_platforms,platforms,publishers,genres,regions,reported_sales_volume,sales_share,avg_sales_per_game_platform,secondary_value,secondary_label,notes
region_genre_leaders,region_genre,Europe,Action,,genre_rank_in_region,1.0,,,,1894,3245,,,1,1,513.68,0.2131,0.1583,,not_applicable,Regional leaders reveal local demand structure that a global genre ranking can miss.
region_genre_leaders,region_genre,Europe,Sports,,genre_rank_in_region,2.0,,,,1361,2298,,,1,1,370.61,0.1538,0.1613,,not_applicable,Regional leaders reveal local demand structure that a global genre ranking can miss.
region_genre_leaders,region_genre,Europe,Shooter,,genre_rank_in_region,3.0,,,,804,1281,,,1,1,309.03,0.1282,0.2412,,not_applicable,Regional leaders reveal local demand structure that a global genre ranking can miss.
genre_platform_fit,genre_platform_leader,Action,PS3,,genre_sales_rank,1.0,,,,,,1,,1,,1713.23,0.1943,,0.1768,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Sports,Wii,,genre_sales_rank,25.0,,,,,,1,,1,,1306.2,0.1481,,0.2219,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Shooter,X360,,genre_sales_rank,50.0,,,,,,1,,1,,1021.54,0.1158,,0.2713,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Role-Playing,DS,,genre_sales_rank,98.0,,,,,,1,,1,,920.31,0.1044,,0.1374,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Platform,NES,,genre_sales_rank,101.0,,,,,,1,,1,,828.82,0.094,,0.1156,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Misc,Wii,,genre_sales_rank,127.0,,,,,,1,,1,,794.06,0.09,,0.2734,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Racing,PS2,,genre_sales_rank,151.0,,,,,,1,,1,,728.29,0.0826,,0.2112,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Fighting,PS2,,genre_sales_rank,176.0,,,,,,1,,1,,444.08,0.0504,,0.2009,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Simulation,DS,,genre_sales_rank,212.0,,,,,,1,,1,,389.58,0.0442,,0.3376,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Puzzle,DS,,genre_sales_rank,223.0,,,,,,1,,1,,240.98,0.0273,,0.3437,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Adventure,DS,,genre_sales_rank,270.0,,,,,,1,,1,,234.16,0.0266,,0.2014,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Strategy,PC,,genre_sales_rank,271.0,,,,,,1,,1,,173.26,0.0196,,0.2629,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
genre_platform_fit,genre_platform_leader,Unknown Genre,PS,,genre_sales_rank,294.0,,,,,,1,,1,,24.59,0.0028,,0.2058,leading_platform_share_within_genre,"Genre performance should be read with platform fit, not only with region totals."
