evidence_block,grain,item,item_2,item_3,rank_label,rank_value,release_year,start_year,end_year,games,game_platforms,platforms,publishers,genres,regions,reported_sales_volume,sales_share,avg_sales_per_game_platform,secondary_value,secondary_label,notes
publisher_scale_baseline,publisher,Disney Interactive Studios,,,publisher_sales_rank,16.0,,,,109,214,15,1,10,4,118.51,0.0134,0.5538,1.0872,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,Eidos Interactive,,,publisher_sales_rank,17.0,,,,123,196,13,1,12,4,96.71,0.011,0.4934,0.7863,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,LucasArts,,,publisher_sales_rank,18.0,,,,42,89,13,1,7,4,84.91,0.0096,0.954,2.0217,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,Bethesda Softworks,,,publisher_sales_rank,19.0,,,,29,69,8,1,7,4,81.45,0.0092,1.1804,2.8086,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,Midway Games,,,publisher_sales_rank,20.0,,,,106,196,12,1,10,4,69.13,0.0078,0.3527,0.6522,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,Acclaim Entertainment,,,publisher_sales_rank,21.0,,,,119,184,11,1,12,4,64.01,0.0073,0.3479,0.5379,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,SquareSoft,,,publisher_sales_rank,22.0,,,,48,52,7,1,7,4,57.68,0.0065,1.1092,1.2017,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,Vivendi Games,,,publisher_sales_rank,23.0,,,,91,161,11,1,12,4,56.88,0.0064,0.3533,0.6251,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,505 Games,,,publisher_sales_rank,24.0,,,,149,192,13,1,12,4,55.75,0.0063,0.2904,0.3742,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_scale_baseline,publisher,Tecmo Koei,,,publisher_sales_rank,25.0,,,,253,338,17,1,11,4,53.55,0.0061,0.1584,0.2117,sales_per_game,Scale baseline separates publisher size from portfolio quality.
publisher_hit_dependency,publisher_top_game,Nintendo,Wii Sports,,publisher_sales_rank,1.0,,,,662,696,10,1,13,4,1784.23,0.2023,2.5635,0.0464,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,RedOctane,Guitar Hero II,,publisher_sales_rank,8699.0,,,,4,4,1,1,1,4,8.69,0.001,2.1725,0.5892,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Red Orb,Myst,,publisher_sales_rank,9048.0,,,,2,2,1,1,1,3,5.25,0.0006,2.625,0.5352,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Koch Media,Ben 10: Alien Force,,publisher_sales_rank,9140.0,,,,10,17,10,1,7,3,4.73,0.0005,0.2782,0.6173,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Arena Entertainment,Mortal Kombat,,publisher_sales_rank,9141.0,,,,2,2,1,1,2,3,4.72,0.0005,2.36,0.5657,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Palcom,Teenage Mutant Ninja Turtles,,publisher_sales_rank,9320.0,,,,1,1,1,1,1,4,4.17,0.0005,4.17,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Oxygen Interactive,World Championship Poker: Featuring Howard Lederer - All In,,publisher_sales_rank,9684.0,,,,17,21,5,1,6,3,3.4,0.0004,0.1619,0.5059,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Maxis,SimCity 2000,,publisher_sales_rank,9691.0,,,,2,3,2,1,1,3,3.39,0.0004,1.13,0.9912,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Valve Software,Portal 2,,publisher_sales_rank,9711.0,,,,2,3,2,1,1,4,3.22,0.0004,1.0733,0.8882,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Mojang,Minecraft: Story Mode,,publisher_sales_rank,9768.0,,,,1,5,5,1,1,3,2.91,0.0003,0.582,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,JVC,Tetris Plus,,publisher_sales_rank,9813.0,,,,8,8,2,1,6,4,2.78,0.0003,0.3475,0.8669,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,NCSoft,Guild Wars 2,,publisher_sales_rank,9995.0,,,,6,6,1,1,2,3,2.57,0.0003,0.4283,0.8949,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Red Storm Entertainment,Tom Clancy's Rainbow Six,,publisher_sales_rank,10028.0,,,,2,3,2,1,2,3,2.32,0.0003,0.7733,0.9828,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,UEP Systems,Cool Boarders 2,,publisher_sales_rank,10030.0,,,,1,1,1,1,1,4,2.26,0.0003,2.26,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Video System,F-1 World Grand Prix,,publisher_sales_rank,10078.0,,,,4,4,3,1,2,4,2.17,0.0002,0.5425,0.7327,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,ASC Games,TNN Motor Sports Hardcore 4x4,,publisher_sales_rank,10079.0,,,,3,3,1,1,3,3,2.02,0.0002,0.6733,0.6535,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,RTL,Winter Sports: The Ultimate Challenge,,publisher_sales_rank,10082.0,,,,6,8,3,1,3,3,2.01,0.0002,0.2512,0.6219,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Microprose,Worms Armageddon,,publisher_sales_rank,10096.0,,,,5,5,2,1,3,3,2.0,0.0002,0.4,0.535,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Agetec,Fisherman's Bass Club,,publisher_sales_rank,10134.0,,,,8,8,3,1,7,4,1.93,0.0002,0.2413,0.5596,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Success,Asteroids,,publisher_sales_rank,10163.0,,,,19,19,6,1,8,4,1.92,0.0002,0.1011,0.5938,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Valve,Portal 2,,publisher_sales_rank,10237.0,,,,1,1,1,1,1,4,1.73,0.0002,1.73,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Crystal Dynamics,Gex,,publisher_sales_rank,10238.0,,,,5,5,1,1,5,3,1.72,0.0002,0.344,0.5116,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Mastertronic,Plants vs. Zombies,,publisher_sales_rank,10245.0,,,,13,13,5,1,7,3,1.7,0.0002,0.1308,0.6941,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Avanquest Software,The Walking Dead: Season One,,publisher_sales_rank,10273.0,,,,7,9,5,1,3,4,1.68,0.0002,0.1867,0.9345,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Accolade,Test Drive 5,,publisher_sales_rank,10275.0,,,,3,3,1,1,3,3,1.66,0.0002,0.5533,0.7831,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Xplosiv,Ford Racing Off Road,,publisher_sales_rank,10292.0,,,,5,10,3,1,3,3,1.64,0.0002,0.164,0.5061,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Hello Games,No Man's Sky,,publisher_sales_rank,10343.0,,,,1,1,1,1,1,4,1.6,0.0002,1.6,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Touchstone,Turok,,publisher_sales_rank,10344.0,,,,2,4,4,1,2,4,1.59,0.0002,0.3975,0.9057,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,LEGO Media,LEGO Racers,,publisher_sales_rank,10363.0,,,,6,7,4,1,5,3,1.56,0.0002,0.2229,0.6795,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Westwood Studios,Command & Conquer: Tiberian Sun,,publisher_sales_rank,10368.0,,,,1,1,1,1,1,1,1.55,0.0002,1.55,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Genki,Tokyo Xtreme Racer 3,,publisher_sales_rank,10433.0,,,,8,8,7,1,3,4,1.47,0.0002,0.1838,0.6259,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Pinnacle,Peppa Pig: The Game,,publisher_sales_rank,10453.0,,,,4,5,3,1,4,2,1.42,0.0002,0.284,0.8873,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Rage Software,Rocky,,publisher_sales_rank,10456.0,,,,5,7,4,1,4,3,1.41,0.0002,0.2014,0.7801,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Slightly Mad Studios,Project CARS,,publisher_sales_rank,10486.0,,,,1,3,3,1,1,4,1.37,0.0002,0.4567,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Russel,Worldwide Soccer Manager 2008,,publisher_sales_rank,10556.0,,,,6,6,4,1,3,2,1.21,0.0001,0.2017,0.9256,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Black Label Games,The Lord of the Rings: The Fellowship of the Ring,,publisher_sales_rank,10579.0,,,,1,1,1,1,1,3,1.2,0.0001,1.2,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Sony Computer Entertainment America,MLB 14: The Show,,publisher_sales_rank,10590.0,,,,1,3,3,1,1,2,1.17,0.0001,0.39,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Trion Worlds,Defiance,,publisher_sales_rank,10591.0,,,,2,4,3,1,2,3,1.13,0.0001,0.2825,0.9912,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Jester Interactive,Super Trucks Racing,,publisher_sales_rank,10595.0,,,,3,3,1,1,2,3,1.13,0.0001,0.3767,0.6283,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Big Ben Interactive,Deer Drive,,publisher_sales_rank,10667.0,,,,7,7,4,1,5,3,0.98,0.0001,0.14,0.7755,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,IE Institute,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,,publisher_sales_rank,10690.0,,,,5,5,2,1,2,1,0.96,0.0001,0.192,0.6875,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,CTO SpA,Star Wars: Rebel Assault II - The Hidden Empire,,publisher_sales_rank,10769.0,,,,2,2,1,1,2,3,0.9,0.0001,0.45,0.9778,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Funbox Media,Country Dance,,publisher_sales_rank,10774.0,,,,5,6,4,1,4,3,0.9,0.0001,0.15,0.7444,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Xseed Games,Rune Factory 4,,publisher_sales_rank,10776.0,,,,4,4,3,1,3,4,0.89,0.0001,0.2225,0.618,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,TalonSoft,Spec Ops: Ranger Elite,,publisher_sales_rank,10788.0,,,,1,1,1,1,1,3,0.88,0.0001,0.88,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Quelle,Enduro,,publisher_sales_rank,10789.0,,,,1,1,1,1,1,3,0.87,0.0001,0.87,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,"mixi, Inc",Monster Strike 3DS,,publisher_sales_rank,10802.0,,,,1,1,1,1,1,1,0.86,0.0001,0.86,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Bigben Interactive,Rugby 15,,publisher_sales_rank,10803.0,,,,3,13,5,1,1,3,0.85,0.0001,0.0654,0.5176,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Mud Duck Productions,High Rollers Casino,,publisher_sales_rank,10815.0,,,,2,3,2,1,2,3,0.83,0.0001,0.2767,0.6506,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Mystique,Custer's Revenge,,publisher_sales_rank,10817.0,,,,1,1,1,1,1,3,0.82,0.0001,0.82,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Harmonix Music Systems,Rock Band 4,,publisher_sales_rank,10831.0,,,,1,2,2,1,1,3,0.8,0.0001,0.4,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Square EA,Final Fantasy Anthology,,publisher_sales_rank,10832.0,,,,1,1,1,1,1,3,0.8,0.0001,0.8,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,NovaLogic,Delta Force: Black Hawk Down,,publisher_sales_rank,10834.0,,,,2,3,3,1,1,3,0.79,0.0001,0.2633,0.9873,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Men-A-Vision,Air Raid,,publisher_sales_rank,10850.0,,,,1,1,1,1,1,3,0.77,0.0001,0.77,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Pioneer LDC,NASCAR Racing,,publisher_sales_rank,10863.0,,,,4,4,1,1,2,4,0.75,0.0001,0.1875,0.56,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Gamebridge,Way of the Samurai 3,,publisher_sales_rank,10864.0,,,,1,2,2,1,1,4,0.73,0.0001,0.365,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Quest,Tactics Ogre: Let Us Cling Together,,publisher_sales_rank,10865.0,,,,1,1,1,1,1,1,0.71,0.0001,0.71,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Starfish,Big Bass World Championship,,publisher_sales_rank,10869.0,,,,10,10,5,1,4,4,0.71,0.0001,0.071,0.507,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Data Age,Airlock,,publisher_sales_rank,10900.0,,,,2,2,1,1,1,2,0.7,0.0001,0.35,0.5429,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Illusion Softworks,Mafia,,publisher_sales_rank,10901.0,,,,1,1,1,1,1,3,0.7,0.0001,0.7,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Media Rings,Zero4 Champ RR,,publisher_sales_rank,10911.0,,,,3,3,2,1,3,3,0.65,0.0001,0.2167,0.5538,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Elf,Nonomura Byoin no Hitobito,,publisher_sales_rank,10920.0,,,,2,2,1,1,2,1,0.64,0.0001,0.32,0.5625,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Wanadoo,Rygar: The Legendary Adventure,,publisher_sales_rank,10925.0,,,,4,5,4,1,3,4,0.64,0.0001,0.128,0.7188,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Universal Gamex,X-Man,,publisher_sales_rank,10932.0,,,,1,1,1,1,1,3,0.63,0.0001,0.63,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Wizard Video Games,Halloween,,publisher_sales_rank,10953.0,,,,1,1,1,1,1,3,0.62,0.0001,0.62,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,ESP,Grandia,,publisher_sales_rank,10984.0,,,,5,5,3,1,5,3,0.59,0.0001,0.118,0.7119,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,CPG Products,Action Force,,publisher_sales_rank,11020.0,,,,1,1,1,1,1,3,0.54,0.0001,0.54,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,BPS,Tetris 2 + Bombliss,,publisher_sales_rank,11021.0,,,,2,2,2,1,2,1,0.52,0.0001,0.26,0.6154,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Answer Software,Gauntlet,,publisher_sales_rank,11027.0,,,,1,1,1,1,1,3,0.5,0.0001,0.5,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Hect,Thoroughbred Breeder II,,publisher_sales_rank,11030.0,,,,3,3,2,1,1,1,0.5,0.0001,0.1667,0.54,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Rebellion,Midnight Club: Street Racing,,publisher_sales_rank,11037.0,,,,2,2,1,1,1,3,0.49,0.0001,0.245,0.9796,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Activision Blizzard,World of Warcraft: Warlords of Draenor,,publisher_sales_rank,11044.0,,,,1,1,1,1,1,3,0.48,0.0001,0.48,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Pack In Soft,Harvest Moon 64,,publisher_sales_rank,11045.0,,,,1,1,1,1,1,4,0.48,0.0001,0.48,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,bitComposer Games,Air Conflicts: Secret Wars,,publisher_sales_rank,11079.0,,,,3,5,3,1,2,3,0.44,0.0,0.088,0.7045,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Angel Studios,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,,publisher_sales_rank,11080.0,,,,3,3,1,1,3,1,0.44,0.0,0.1467,0.6591,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Home Entertainment Suppliers,Jonah Lomu Rugby Challenge,,publisher_sales_rank,11083.0,,,,2,4,3,1,1,3,0.44,0.0,0.11,0.8864,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,NEC,Doukyuusei if,,publisher_sales_rank,11085.0,,,,3,3,3,1,2,1,0.43,0.0,0.1433,0.6047,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Electronic Arts Victor,Triple Play 97,,publisher_sales_rank,11093.0,,,,2,2,1,1,2,3,0.43,0.0,0.215,0.907,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Jack of All Games,The Cat in the Hat,,publisher_sales_rank,11095.0,,,,3,3,2,1,2,3,0.42,0.0,0.14,0.9048,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,TYO,JGTC: All-Japan Grand Touring Car Championship,,publisher_sales_rank,11098.0,,,,1,1,1,1,1,3,0.42,0.0,0.42,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Tetris Online,Tetris Axis,,publisher_sales_rank,11099.0,,,,1,1,1,1,1,4,0.42,0.0,0.42,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Magical Company,Unknown Game,,publisher_sales_rank,11115.0,,,,1,1,1,1,1,4,0.4,0.0,0.4,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,NCS,Langrisser III,,publisher_sales_rank,11117.0,,,,3,3,1,1,1,1,0.4,0.0,0.1333,0.5,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,P2 Games,Peppa Pig: Theme Park Fun,,publisher_sales_rank,11119.0,,,,3,3,2,1,2,3,0.39,0.0,0.13,0.8205,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,ValuSoft,NHRA Championship Drag Racing,,publisher_sales_rank,11122.0,,,,4,4,3,1,3,3,0.39,0.0,0.0975,0.6154,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,989 Sports,NCAA Final Four 2000,,publisher_sales_rank,11135.0,,,,1,1,1,1,1,3,0.37,0.0,0.37,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Performance Designed Products,Squeeballs Party,,publisher_sales_rank,11147.0,,,,1,2,2,1,1,2,0.36,0.0,0.18,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,New,Boxer's Road,,publisher_sales_rank,11153.0,,,,1,1,1,1,1,2,0.35,0.0,0.35,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,ITT Family Games,Alien's Return,,publisher_sales_rank,11154.0,,,,1,1,1,1,1,2,0.34,0.0,0.34,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Magix,Music Maker,,publisher_sales_rank,11166.0,,,,2,2,1,1,1,3,0.34,0.0,0.17,0.9118,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Indie Games,Armored Core: Nexus,,publisher_sales_rank,11196.0,,,,3,3,1,1,2,4,0.32,0.0,0.1067,0.8438,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
publisher_hit_dependency,publisher_top_game,Starpath Corp.,Fireball,,publisher_sales_rank,11199.0,,,,1,1,1,1,1,2,0.32,0.0,0.32,1.0,top_game_sales_share_within_publisher,A publisher can be large because of many games or because one hit dominates.
