evidence_block,grain,item,item_2,period,rank_label,rank_value,sales,profit,margin,gross_loss,orders,order_lines,customers,products,avg_discount,quantity,sales_share,profit_share,gross_loss_share,extra_metric_1,extra_value_1,extra_metric_2,extra_value_2,notes
city_growth_quality,city,Great Falls,Montana,early_to_late,sales_change_rank,16.0,12698.69,3537.87,0.2786,269.95,13,33,,,0.1606,,0.005,0.0107,0.0015,sales_change,10185.91,margin_change,0.0973,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Springfield,Missouri,early_to_late,sales_change_rank,17.0,16221.5,1787.49,0.1102,248.82,24,62,,,0.1097,,0.0064,0.0054,0.0014,sales_change,10009.05,margin_change,-0.0934,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Aurora,Illinois,early_to_late,sales_change_rank,18.0,13772.48,-872.05,-0.0633,2046.88,29,63,,,0.327,,0.0054,-0.0026,0.0115,sales_change,9787.09,margin_change,0.1499,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Cuyahoga Falls,Ohio,early_to_late,sales_change_rank,19.0,9685.49,-2015.6,-0.2081,2131.98,6,12,,,0.3,,0.0038,-0.0061,0.012,sales_change,9685.49,margin_change,,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Chicago,Illinois,early_to_late,sales_change_rank,20.0,59259.78,-1488.79,-0.0251,10237.45,221,424,,,0.3086,,0.0233,-0.0045,0.0575,sales_change,8862.87,margin_change,-0.0064,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Freeport,New York,early_to_late,sales_change_rank,21.0,9909.15,-1095.8,-0.1106,1261.76,4,5,,,0.16,,0.0039,-0.0033,0.0071,sales_change,8797.85,margin_change,-0.2708,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Pomona,California,early_to_late,sales_change_rank,22.0,9883.3,1202.82,0.1217,303.01,9,30,,,0.0617,,0.0039,0.0036,0.0017,sales_change,8790.49,margin_change,0.0098,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Fort Worth,Texas,early_to_late,sales_change_rank,23.0,15013.11,-3033.14,-0.202,5218.39,19,44,,,0.2236,,0.0059,-0.0092,0.0293,sales_change,8304.27,margin_change,-0.4105,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Milwaukee,Wisconsin,early_to_late,sales_change_rank,24.0,15215.67,3351.78,0.2203,32.32,19,43,,,0.0326,,0.006,0.0101,0.0002,sales_change,7680.28,margin_change,0.0269,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Oceanside,California,early_to_late,sales_change_rank,25.0,6937.4,2159.49,0.3113,0.0,4,4,,,0.1,,0.0027,0.0065,0.0,sales_change,6719.9,margin_change,0.0376,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Wilson,North Carolina,early_to_late,sales_change_rank,26.0,6781.33,1629.46,0.2403,33.28,4,12,,,0.1083,,0.0027,0.0049,0.0002,sales_change,6582.14,margin_change,0.39,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Knoxville,Tennessee,early_to_late,sales_change_rank,27.0,7868.77,-2007.33,-0.2551,2312.06,11,35,,,0.2857,,0.0031,-0.0061,0.013,sales_change,6253.99,margin_change,-0.0772,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Newport News,Virginia,early_to_late,sales_change_rank,28.0,9889.97,2536.46,0.2565,124.89,12,24,,,0.1583,,0.0039,0.0077,0.0007,sales_change,6214.7,margin_change,-0.0663,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Lakeland,Florida,early_to_late,sales_change_rank,29.0,12058.16,2790.82,0.2314,517.53,11,28,,,0.2018,,0.0047,0.0084,0.0029,sales_change,6110.18,margin_change,0.2445,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Gresham,Oregon,early_to_late,sales_change_rank,30.0,6346.75,1877.87,0.2959,0.0,3,17,,,0.0824,,0.0025,0.0057,0.0,sales_change,5943.58,margin_change,0.2334,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Memphis,Tennessee,early_to_late,sales_change_rank,33.0,8749.33,-323.0,-0.0369,1539.76,21,44,,,0.192,,0.0034,-0.001,0.0086,sales_change,5521.18,margin_change,0.0417,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,North Miami,Florida,early_to_late,sales_change_rank,40.0,5135.67,-2128.04,-0.4144,2475.69,10,22,,,0.2182,,0.002,-0.0064,0.0139,sales_change,4866.41,margin_change,-0.846,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Newark,Ohio,early_to_late,sales_change_rank,51.0,12988.41,-2708.66,-0.2085,4049.2,24,53,,,0.2302,,0.0051,-0.0082,0.0227,sales_change,4210.72,margin_change,0.0865,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Houston,Texas,early_to_late,sales_change_rank,53.0,89143.75,15511.64,0.174,5067.67,209,417,,,0.2544,,0.035,0.047,0.0285,sales_change,3756.24,margin_change,0.1305,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Mesquite,Texas,early_to_late,sales_change_rank,54.0,3800.36,-5856.93,-1.5411,5858.97,4,4,,,0.5,,0.0015,-0.0177,0.0329,sales_change,3706.44,margin_change,0.3632,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Louisville,Colorado,early_to_late,sales_change_rank,58.0,8098.87,-6551.42,-0.8089,6904.93,24,44,,,0.2102,,0.0032,-0.0198,0.0388,sales_change,3640.0,margin_change,-0.8801,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Columbia,Tennessee,early_to_late,sales_change_rank,77.0,6661.9,-1643.49,-0.2467,2001.98,15,20,,,0.28,,0.0026,-0.005,0.0112,sales_change,2531.28,margin_change,-0.3523,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Springfield,Oregon,early_to_late,sales_change_rank,81.0,7963.03,-597.3,-0.075,1776.33,32,59,,,0.2271,,0.0031,-0.0018,0.01,sales_change,2251.39,margin_change,0.0218,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Roseville,Michigan,early_to_late,sales_change_rank,82.0,2763.58,-2071.26,-0.7495,2316.7,7,9,,,0.2489,,0.0011,-0.0063,0.013,sales_change,2215.61,margin_change,-1.1674,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Round Rock,Texas,early_to_late,sales_change_rank,112.0,5838.95,-1408.99,-0.2413,1640.91,5,10,,,0.2,,0.0023,-0.0043,0.0092,sales_change,1432.88,margin_change,-0.0717,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Tyler,Texas,early_to_late,sales_change_rank,171.0,592.04,-728.75,-1.2309,737.79,2,8,,,0.6,,0.0002,-0.0022,0.0041,sales_change,489.68,margin_change,0.3191,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Dublin,Ohio,early_to_late,sales_change_rank,193.0,1007.76,-419.82,-0.4166,471.78,3,12,,,0.4,,0.0004,-0.0013,0.0026,sales_change,379.84,margin_change,0.1663,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Concord,North Carolina,early_to_late,sales_change_rank,196.0,5482.95,-1666.83,-0.304,1862.31,11,19,,,0.1474,,0.0022,-0.005,0.0105,sales_change,363.54,margin_change,0.046,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,The Colony,Texas,early_to_late,sales_change_rank,223.0,242.3,-115.67,-0.4774,135.09,3,3,,,0.4,,0.0001,-0.0004,0.0008,sales_change,182.55,margin_change,-0.8024,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Bolingbrook,Illinois,early_to_late,sales_change_rank,226.0,243.26,-197.66,-0.8125,216.52,7,12,,,0.45,,0.0001,-0.0006,0.0012,sales_change,163.46,margin_change,-0.3385,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Washington,District of Columbia,early_to_late,sales_change_rank,227.0,187.47,-94.26,-0.5028,107.49,3,3,,,0.4667,,0.0001,-0.0003,0.0006,sales_change,153.55,margin_change,-0.8928,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Lancaster,Ohio,early_to_late,sales_change_rank,244.0,5850.44,-6714.56,-1.1477,6946.36,8,19,,,0.2105,,0.0023,-0.0203,0.039,sales_change,61.51,margin_change,0.0085,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Bethlehem,Pennsylvania,early_to_late,sales_change_rank,249.0,1746.47,-985.06,-0.564,1003.81,4,9,,,0.3,,0.0007,-0.003,0.0056,sales_change,56.83,margin_change,0.0296,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Wheeling,Illinois,early_to_late,sales_change_rank,278.0,627.51,-307.77,-0.4905,308.51,3,4,,,0.375,,0.0002,-0.0009,0.0017,sales_change,11.9,margin_change,0.0107,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Trenton,Michigan,early_to_late,sales_change_rank,280.0,2701.53,-1356.94,-0.5023,1586.25,14,34,,,0.2412,,0.0011,-0.0041,0.0089,sales_change,7.28,margin_change,-0.8765,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Ormond Beach,Florida,early_to_late,sales_change_rank,281.0,5.62,-3.93,-0.7,3.93,2,2,,,0.7,,0.0,-0.0,0.0,sales_change,5.62,margin_change,,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Waco,Texas,early_to_late,sales_change_rank,282.0,1.11,-1.89,-1.7,1.89,2,2,,,0.8,,0.0,-0.0,0.0,sales_change,1.11,margin_change,,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Littleton,Colorado,early_to_late,sales_change_rank,328.0,72.29,-98.8,-1.3667,98.8,1,1,,,0.7,,0.0,-0.0003,0.0006,sales_change,0.0,margin_change,0.0,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Hendersonville,Tennessee,early_to_late,sales_change_rank,335.0,16.22,-10.96,-0.6756,10.96,1,2,,,0.7,,0.0,-0.0,0.0001,sales_change,0.0,margin_change,0.0,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Highland Park,Illinois,early_to_late,sales_change_rank,339.0,3.14,-4.7,-1.5,4.7,1,1,,,0.8,,0.0,-0.0,0.0,sales_change,0.0,margin_change,0.0,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Pensacola,Florida,early_to_late,sales_change_rank,340.0,2.21,-1.48,-0.6667,1.48,1,1,,,0.7,,0.0,-0.0,0.0,sales_change,0.0,margin_change,0.0,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Normal,Illinois,early_to_late,sales_change_rank,341.0,621.59,-415.91,-0.6691,415.91,3,3,,,0.3667,,0.0002,-0.0013,0.0023,sales_change,-0.0,margin_change,-0.0,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Boca Raton,Florida,early_to_late,sales_change_rank,344.0,58.4,-24.32,-0.4164,26.62,1,2,,,0.45,,0.0,-0.0001,0.0001,sales_change,-9.22,margin_change,-0.1062,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Manteca,California,early_to_late,sales_change_rank,355.0,1819.03,-808.74,-0.4446,870.13,4,8,,,0.225,,0.0007,-0.0024,0.0049,sales_change,-65.76,margin_change,-0.0147,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Clarksville,Tennessee,early_to_late,sales_change_rank,368.0,2105.34,-1056.32,-0.5017,1160.31,4,5,,,0.26,,0.0008,-0.0032,0.0065,sales_change,-138.43,margin_change,-0.041,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Saint Louis,Missouri,early_to_late,sales_change_rank,372.0,32.78,-85.24,-2.6,85.24,1,1,,,0.8,,0.0,-0.0003,0.0005,sales_change,-223.58,margin_change,-2.6076,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Brentwood,California,early_to_late,sales_change_rank,402.0,520.66,-387.57,-0.7444,418.96,3,7,,,0.2571,,0.0002,-0.0012,0.0024,sales_change,-721.68,margin_change,-0.6143,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Murray,Utah,early_to_late,sales_change_rank,412.0,15.71,-12.05,-0.7667,12.05,2,2,,,0.7,,0.0,-0.0,0.0001,sales_change,-898.03,margin_change,-0.9876,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Colorado Springs,Colorado,early_to_late,sales_change_rank,424.0,5768.93,-954.13,-0.1654,1488.58,12,29,,,0.2448,,0.0023,-0.0029,0.0084,sales_change,-1383.73,margin_change,-0.0223,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Olathe,Kansas,early_to_late,sales_change_rank,429.0,84.27,-75.84,-0.9,75.84,1,1,,,0.6,,0.0,-0.0002,0.0004,sales_change,-1575.7,margin_change,-1.0717,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Green Bay,Wisconsin,early_to_late,sales_change_rank,430.0,212.72,-202.57,-0.9523,206.92,2,4,,,0.45,,0.0001,-0.0006,0.0012,sales_change,-1626.35,margin_change,-1.1783,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Tigard,Oregon,early_to_late,sales_change_rank,439.0,392.16,-191.17,-0.4875,255.45,2,4,,,0.4,,0.0002,-0.0006,0.0014,sales_change,-2245.94,margin_change,-0.2259,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Fairfield,Ohio,early_to_late,sales_change_rank,449.0,4599.15,-1575.6,-0.3426,1704.46,6,14,,,0.2786,,0.0018,-0.0048,0.0096,sales_change,-2931.43,margin_change,-0.1163,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,San Antonio,Texas,early_to_late,sales_change_rank,481.0,5753.37,-1820.14,-0.3164,2247.74,22,41,,,0.3888,,0.0023,-0.0055,0.0126,sales_change,-25848.9,margin_change,0.108,Use this block to calibrate localized city-level growth pockets and underconversion.
city_growth_quality,city,Jacksonville,Florida,early_to_late,sales_change_rank,482.0,24772.86,-3028.87,-0.1223,4587.51,41,86,,,0.2436,,0.0097,-0.0092,0.0258,sales_change,-27365.66,margin_change,-0.0476,Use this block to calibrate localized city-level growth pockets and underconversion.
overall_expansion_baseline,period,early_period,,2013-2015,,,2047501.34,242433.48,0.1184,134152.65,4286,8668,782,,0.1566,,0.4457,0.4232,0.4296,states,45.0,cities,394.0,Use this block to frame whether the late period is larger and whether margin improves overall.
overall_expansion_baseline,period,late_period,,2016-2018,,,2546900.39,330360.56,0.1297,178109.92,5732,11320,790,,0.1559,,0.5543,0.5768,0.5704,states,45.0,cities,421.0,Use this block to frame whether the late period is larger and whether margin improves overall.
region_expansion_quality,region,Central,,early_to_late,,,544499.85,46717.65,0.0858,61676.11,1351,,,,0.2358,,0.2138,0.1414,0.3463,sales_change,86519.93,margin_change,0.0144,Use this block to compare expansion quality across regions.
region_expansion_quality,region,East,,early_to_late,,,763340.2,107658.52,0.141,53124.62,1611,,,,0.1441,,0.2997,0.3259,0.2983,sales_change,169117.92,margin_change,0.0142,Use this block to compare expansion quality across regions.
region_expansion_quality,region,South,,early_to_late,,,410853.02,43731.01,0.1064,34914.36,931,,,,0.1549,,0.1613,0.1324,0.196,sales_change,38262.22,margin_change,-0.0271,Use this block to compare expansion quality across regions.
region_expansion_quality,region,West,,early_to_late,,,828207.32,132253.38,0.1597,28394.83,1839,,,,0.1092,,0.3252,0.4003,0.1594,sales_change,205498.99,margin_change,0.0239,Use this block to compare expansion quality across regions.
state_growth_quadrants,state_growth_quadrant,healthy_growth,,late_period,,,1388262.98,273938.87,0.1973,36880.93,,,17,,0.1005,,0.5451,0.8292,0.2071,states,17.0,sales_change,399933.66,Use this block to summarize whether growing states are healthy or only scaling up.
state_growth_quadrants,state_growth_quadrant,profit_improved_without_sales_growth,,late_period,,,29439.26,3550.09,0.1206,1639.5,,,1,,0.1522,,0.0116,0.0107,0.0092,states,1.0,sales_change,-5942.84,Use this block to summarize whether growing states are healthy or only scaling up.
state_growth_quadrants,state_growth_quadrant,scale_without_matching_quality,,late_period,,,917841.56,6735.28,0.0073,133708.17,,,14,,0.2041,,0.3604,0.0204,0.7507,states,14.0,sales_change,159073.9,Use this block to summarize whether growing states are healthy or only scaling up.
state_growth_quadrants,state_growth_quadrant,weak_or_contracting,,late_period,,,211356.58,46136.32,0.2183,5881.33,,,13,,0.1001,,0.083,0.1397,0.033,states,13.0,sales_change,-53665.67,Use this block to summarize whether growing states are healthy or only scaling up.
state_growth_quality,state,California,West,early_to_late,sales_change_rank,1.0,565002.12,99594.87,0.1763,11981.97,1180,2361,,,0.1006,,0.2218,0.3015,0.0673,sales_change,165311.33,profit_change,42544.43,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,New York,East,early_to_late,sales_change_rank,2.0,351371.74,73957.31,0.2105,12565.1,684,1330,,,0.1109,,0.138,0.2239,0.0705,sales_change,74466.12,profit_change,14039.35,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Michigan,Central,early_to_late,sales_change_rank,3.0,75673.33,14634.05,0.1934,6089.09,152,317,,,0.1589,,0.0297,0.0443,0.0342,sales_change,43508.9,profit_change,6082.28,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,North Carolina,South,early_to_late,sales_change_rank,4.0,80081.24,-323.68,-0.004,12290.72,154,322,,,0.2,,0.0314,-0.001,0.069,sales_change,35537.59,profit_change,2079.06,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Delaware,East,early_to_late,sales_change_rank,5.0,53967.92,10434.49,0.1933,1260.41,77,186,,,0.1108,,0.0212,0.0316,0.0071,sales_change,30853.77,profit_change,5401.99,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Pennsylvania,East,early_to_late,sales_change_rank,6.0,137913.17,2305.69,0.0167,15672.32,335,711,,,0.2104,,0.0541,0.007,0.088,sales_change,26759.24,profit_change,5078.66,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Illinois,Central,early_to_late,sales_change_rank,7.0,100863.99,-1163.02,-0.0115,15016.19,341,654,,,0.3076,,0.0396,-0.0035,0.0843,sales_change,21063.6,profit_change,4143.06,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Tennessee,South,early_to_late,sales_change_rank,8.0,38639.22,-2885.81,-0.0747,7710.21,112,193,,,0.236,,0.0152,-0.0087,0.0433,sales_change,20621.67,profit_change,-2316.47,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Ohio,East,early_to_late,sales_change_rank,9.0,97917.08,-6733.76,-0.0688,20450.53,220,442,,,0.2138,,0.0384,-0.0204,0.1148,sales_change,20337.54,profit_change,7465.12,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,New Jersey,East,early_to_late,sales_change_rank,10.0,34481.47,7707.79,0.2235,521.02,66,132,,,0.0523,,0.0135,0.0233,0.0029,sales_change,15355.5,profit_change,2389.81,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Missouri,Central,early_to_late,sales_change_rank,11.0,27330.59,5102.37,0.1867,679.46,44,100,,,0.167,,0.0107,0.0154,0.0038,sales_change,14431.38,profit_change,2120.3,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Montana,West,early_to_late,sales_change_rank,12.0,14589.22,3805.15,0.2608,269.95,18,44,,,0.1523,,0.0057,0.0115,0.0015,sales_change,11578.07,profit_change,3241.75,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Washington,West,early_to_late,sales_change_rank,13.0,115982.69,21909.27,0.1889,1015.3,283,529,,,0.0859,,0.0455,0.0663,0.0057,sales_change,10731.54,profit_change,3099.6,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Indiana,Central,early_to_late,sales_change_rank,14.0,34902.39,8689.04,0.249,1270.62,78,147,,,0.1286,,0.0137,0.0263,0.0071,sales_change,8207.95,profit_change,-58.38,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Oregon,West,early_to_late,sales_change_rank,15.0,27737.67,2433.89,0.0877,2532.62,72,145,,,0.2,,0.0109,0.0074,0.0142,sales_change,8135.54,profit_change,2669.2,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,New Mexico,West,early_to_late,sales_change_rank,16.0,13780.85,2837.88,0.2059,423.16,24,53,,,0.1358,,0.0054,0.0086,0.0024,sales_change,7450.99,profit_change,1602.11,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Florida,South,early_to_late,sales_change_rank,17.0,106376.09,1462.15,0.0137,12932.43,251,494,,,0.2191,,0.0418,0.0044,0.0726,sales_change,5635.86,profit_change,3564.91,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Nebraska,Central,early_to_late,sales_change_rank,18.0,9153.22,1949.96,0.213,592.35,18,32,,,0.1219,,0.0036,0.0059,0.0033,sales_change,4794.77,profit_change,1441.66,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Georgia,South,early_to_late,sales_change_rank,19.0,38188.23,11497.47,0.3011,47.82,86,175,,,0.0417,,0.015,0.0348,0.0003,sales_change,4677.03,profit_change,990.67,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Nevada,West,early_to_late,sales_change_rank,20.0,17718.07,3496.74,0.1974,0.0,29,51,,,0.1216,,0.007,0.0106,0.0,sales_change,4463.26,profit_change,314.54,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Connecticut,East,early_to_late,sales_change_rank,21.0,17555.96,3349.19,0.1908,635.64,55,97,,,0.0907,,0.0069,0.0101,0.0036,sales_change,4235.58,profit_change,467.3,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Idaho,West,early_to_late,sales_change_rank,22.0,7974.24,440.52,0.0552,611.14,21,37,,,0.0635,,0.0031,0.0013,0.0034,sales_change,3454.68,profit_change,-392.99,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Iowa,Central,early_to_late,sales_change_rank,23.0,9001.81,2714.94,0.3016,0.0,27,46,,,0.0261,,0.0035,0.0082,0.0,sales_change,3262.29,profit_change,1526.14,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,New Hampshire,East,early_to_late,sales_change_rank,24.0,12256.45,2869.89,0.2342,115.34,18,28,,,0.075,,0.0048,0.0087,0.0006,sales_change,3106.4,profit_change,615.45,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Colorado,West,early_to_late,sales_change_rank,25.0,31695.78,-6312.48,-0.1992,9842.73,90,201,,,0.1488,,0.0124,-0.0191,0.0553,sales_change,3082.75,profit_change,-6541.8,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Kentucky,South,early_to_late,sales_change_rank,26.0,30576.46,7065.46,0.2311,265.03,76,138,,,0.0703,,0.012,0.0214,0.0015,sales_change,2705.0,profit_change,-1015.78,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Texas,Central,early_to_late,sales_change_rank,27.0,208838.59,-933.04,-0.0045,34601.13,522,1016,,,0.2891,,0.082,-0.0028,0.1943,sales_change,1697.31,profit_change,7741.39,Use this block to identify states where expansion does or does not convert into profit.
