evidence_block,grain,item,item_2,rank_label,rank_value,products,stock_quantity,quantity_ordered,stock_turn_proxy,revenue,gross_margin_proxy,gross_margin_rate,avg_msrp_realization,avg_markup_vs_buy_price,extra_metric_1,extra_value_1,notes
product_inventory_conversion,product,1964 Mercedes Tour Bus,Trucks and Buses,product_revenue_rank,23.0,1,8258.0,1053.0,0.1275,117669.66,38842.08,0.3301,0.9057,0.4849,stock_rank,19.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1904 Buick Runabout,Vintage Cars,product_revenue_rank,58.0,1,8290.0,990.0,0.1194,77800.54,25667.14,0.3299,0.8926,0.4877,stock_rank,18.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1982 Ducati 996 R,Motorcycles,product_revenue_rank,105.0,1,9241.0,906.0,0.098,33268.76,11397.92,0.3426,0.9096,0.5159,stock_rank,6.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1937 Lincoln Berline,Vintage Cars,product_revenue_rank,35.0,1,8693.0,1111.0,0.1278,102563.52,35214.7,0.3433,0.8964,0.5193,stock_rank,14.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,product_revenue_rank,38.0,1,1016.0,979.0,0.9636,101137.55,34281.64,0.339,0.8968,0.52,stock_rank,97.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,P-51-D Mustang,Planes,product_revenue_rank,72.0,1,992.0,917.0,0.9244,68741.91,23808.91,0.3464,0.8932,0.54,stock_rank,99.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1969 Corvair Monza,Classic Cars,product_revenue_rank,12.0,1,6906.0,963.0,0.1394,132363.79,46521.97,0.3515,0.9119,0.5455,stock_rank,37.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1966 Shelby Cobra 427 S/C,Classic Cars,product_revenue_rank,102.0,1,8197.0,915.0,0.1116,42015.54,15315.84,0.3645,0.9088,0.5669,stock_rank,20.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,2002 Chevy Corvette,Classic Cars,product_revenue_rank,51.0,1,9446.0,894.0,0.0946,87404.81,31878.47,0.3647,0.9116,0.5716,stock_rank,4.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1958 Setra Bus,Trucks and Buses,product_revenue_rank,20.0,1,1579.0,972.0,0.6156,119085.25,43366.45,0.3642,0.9025,0.5834,stock_rank,93.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1911 Ford Town Car,Vintage Cars,product_revenue_rank,99.0,1,540.0,832.0,1.5407,45306.77,17601.17,0.3885,0.8968,0.6304,stock_rank,105.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1912 Ford Model T Delivery Wagon,Vintage Cars,product_revenue_rank,59.0,1,9173.0,991.0,0.108,77239.92,30752.11,0.3981,0.8855,0.6708,stock_rank,7.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1965 Aston Martin DB5,Classic Cars,product_revenue_rank,37.0,1,9042.0,914.0,0.1011,101778.13,41490.69,0.4077,0.8976,0.6934,stock_rank,10.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,product_revenue_rank,83.0,1,814.0,988.0,1.2138,57282.49,24075.81,0.4203,0.8993,0.7295,stock_rank,100.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1917 Grand Touring Sedan,Vintage Cars,product_revenue_rank,9.0,1,2724.0,918.0,0.337,140535.6,60945.0,0.4337,0.904,0.7725,stock_rank,80.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1960 BSA Gold Star DBD34,Motorcycles,product_revenue_rank,75.0,1,15.0,1015.0,67.6667,67193.49,29313.69,0.4363,0.8686,0.7728,stock_rank,110.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,The Mayflower,Ships,product_revenue_rank,69.0,1,737.0,898.0,1.2185,69531.61,30648.21,0.4408,0.8967,0.7936,stock_rank,101.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1980s Black Hawk Helicopter,Planes,product_revenue_rank,7.0,1,5330.0,1040.0,0.1951,144959.91,64599.11,0.4456,0.8821,0.8003,stock_rank,56.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1976 Ford Gran Torino,Classic Cars,product_revenue_rank,18.0,1,9127.0,915.0,0.1003,121890.6,54647.25,0.4483,0.9015,0.8031,stock_rank,8.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1968 Ford Mustang,Classic Cars,product_revenue_rank,5.0,1,68.0,933.0,13.7206,161531.48,72579.26,0.4493,0.8863,0.8088,stock_rank,109.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,American Airlines: MD-11S,Planes,product_revenue_rank,66.0,1,8820.0,1085.0,0.123,71753.93,32400.98,0.4516,0.8911,0.8188,stock_rank,13.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1957 Corvette Convertible,Classic Cars,product_revenue_rank,14.0,1,1249.0,1013.0,0.811,130749.31,59910.22,0.4582,0.8689,0.8489,stock_rank,95.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1928 Ford Phaeton Deluxe,Vintage Cars,product_revenue_rank,80.0,1,136.0,972.0,7.1471,60493.33,28397.89,0.4694,0.9039,0.8831,stock_rank,108.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,product_revenue_rank,4.0,1,5582.0,985.0,0.1765,170686.0,81031.3,0.4747,0.8896,0.8929,stock_rank,54.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1969 Ford Falcon,Classic Cars,product_revenue_rank,6.0,1,1049.0,965.0,0.9199,152543.02,72399.77,0.4746,0.9145,0.9051,stock_rank,96.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1932 Model A Ford J-Coupe,Vintage Cars,product_revenue_rank,29.0,1,9354.0,957.0,0.1023,109992.01,54026.65,0.4912,0.8986,0.9534,stock_rank,5.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1992 Ferrari 360 Spider red,Classic Cars,product_revenue_rank,1.0,1,8347.0,1808.0,0.2166,276839.98,135996.78,0.4912,0.8996,0.9556,stock_rank,17.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,2001 Ferrari Enzo,Classic Cars,product_revenue_rank,2.0,1,3619.0,1019.0,0.2816,190755.86,93349.65,0.4894,0.9004,0.9573,stock_rank,70.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,product_revenue_rank,98.0,1,8635.0,960.0,0.1112,46078.29,22788.69,0.4946,0.8878,0.973,stock_rank,15.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,2002 Suzuki XREO,Motorcycles,product_revenue_rank,10.0,1,9997.0,1028.0,0.1028,135767.03,67641.47,0.4982,0.8775,0.9944,stock_rank,1.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1952 Alpine Renault 1300,Classic Cars,product_revenue_rank,3.0,1,7305.0,961.0,0.1316,190017.96,95282.58,0.5014,0.9207,1.0015,stock_rank,31.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1928 Mercedes-Benz SSK,Vintage Cars,product_revenue_rank,13.0,1,548.0,880.0,1.6058,132275.98,68423.18,0.5173,0.8882,1.0657,stock_rank,104.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1948 Porsche Type 356 Roadster,Classic Cars,product_revenue_rank,19.0,1,8990.0,948.0,0.1055,121653.46,62725.78,0.5156,0.9136,1.0765,stock_rank,11.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1999 Indy 500 Monte Carlo SS,Classic Cars,product_revenue_rank,39.0,1,8164.0,855.0,0.1047,100770.12,52240.32,0.5184,0.8968,1.0856,stock_rank,21.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1982 Lamborghini Diablo,Classic Cars,product_revenue_rank,107.0,1,7723.0,912.0,0.1181,30972.87,16161.99,0.5218,0.8989,1.0901,stock_rank,27.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1950's Chicago Surface Lines Streetcar,Trains,product_revenue_rank,88.0,1,8601.0,934.0,0.1086,53791.99,28835.51,0.5361,0.927,1.1559,stock_rank,16.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,2002 Yamaha YZR M1,Motorcycles,product_revenue_rank,64.0,1,600.0,992.0,1.6533,73670.64,39774.0,0.5399,0.9141,1.1764,stock_rank,102.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
product_inventory_conversion,product,1961 Chevrolet Impala,Classic Cars,product_revenue_rank,70.0,1,7869.0,941.0,0.1196,69120.97,38698.44,0.5599,0.9063,1.2662,stock_rank,25.0,"Product-level evidence separates high stock, high demand, and healthy pricing conversion."
stock_conversion_bucket,stock_conversion_bucket,never_observed_in_orders,,,,1,7733.0,0.0,0.0,0.0,0.0,,,,products,1.0,Stock conversion buckets prevent over-focusing on individual products.
stock_conversion_bucket,stock_conversion_bucket,higher_stock_turn_proxy,,,,106,518939.0,102799.0,1.2274,9364466.09,3749650.04,0.4004,0.899,0.7025,products,106.0,Stock conversion buckets prevent over-focusing on individual products.
stock_conversion_bucket,stock_conversion_bucket,mid_stock_turn_proxy,,,,3,28459.0,2717.0,0.0955,239724.52,76230.21,0.318,0.9103,0.4886,products,3.0,Stock conversion buckets prevent over-focusing on individual products.
vendor_inventory_pricing_exposure,vendor,Gearbox Collectibles,,vendor_revenue_rank,3.0,9,60495.0,8352.0,0.1381,828013.76,338223.61,0.4085,0.9017,0.7133,vendor_stock_rank,1.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Min Lin Diecast,,vendor_revenue_rank,9.0,8,50089.0,7729.0,0.1543,680657.99,232423.67,0.3415,0.8942,0.5459,vendor_stock_rank,2.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Classic Metal Creations,,vendor_revenue_rank,1.0,10,45408.0,9678.0,0.2131,934554.42,384438.06,0.4114,0.9009,0.7557,vendor_stock_rank,3.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Welly Diecast Productions,,vendor_revenue_rank,6.0,8,45095.0,7580.0,0.1681,776165.33,298897.1,0.3851,0.8961,0.6634,vendor_stock_rank,4.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Exoto Designs,,vendor_revenue_rank,5.0,9,44166.0,8604.0,0.1948,793392.31,282537.09,0.3561,0.8985,0.5745,vendor_stock_rank,5.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Motor City Art Classics,,vendor_revenue_rank,8.0,9,43105.0,8873.0,0.2058,704806.89,205178.19,0.2911,0.9006,0.4226,vendor_stock_rank,6.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Second Gear Diecast,,vendor_revenue_rank,4.0,8,42865.0,7845.0,0.183,803892.06,338067.07,0.4205,0.9012,0.7885,vendor_stock_rank,7.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Studio M Art Models,,vendor_revenue_rank,13.0,8,42253.0,7552.0,0.1787,474426.49,215328.96,0.4539,0.896,0.845,vendor_stock_rank,8.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Carousel DieCast Legends,,vendor_revenue_rank,10.0,9,40805.0,8735.0,0.2141,667190.0,251702.34,0.3773,0.9061,0.7013,vendor_stock_rank,9.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Unimax Art Galleries,,vendor_revenue_rank,2.0,8,38191.0,8439.0,0.221,884167.33,392337.39,0.4437,0.9062,0.7534,vendor_stock_rank,10.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Highway 66 Mini Classics,,vendor_revenue_rank,11.0,9,37520.0,7808.0,0.2081,664508.39,245747.35,0.3698,0.8892,0.611,vendor_stock_rank,11.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Red Start Diecast,,vendor_revenue_rank,12.0,7,35046.0,6619.0,0.1889,655487.61,296073.05,0.4517,0.8942,0.8082,vendor_stock_rank,12.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
vendor_inventory_pricing_exposure,vendor,Autoart Studio Design,,vendor_revenue_rank,7.0,8,30093.0,7702.0,0.2559,736928.03,344926.37,0.4681,0.9034,0.9198,vendor_stock_rank,13.0,Vendor-level view shows whether inventory and pricing exposure is structurally concentrated.
