evidence_block,grain,item,item_2,item_3,rank_label,rank_value,catalog_book_count,sold_book_count,line_count,order_count,customer_count,total_price,avg_price,secondary_value,share_pct,notes
era_lifecycle_mix,era_lifecycle,2000_plus,cancelled_path,,lifecycle_rank_within_era,3.0,,202,204,204,,2055.85,10.0777,,3.8872,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,2000_plus,returned_path,,lifecycle_rank_within_era,4.0,,141,141,141,,1444.02,10.2413,,2.6867,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,2000_plus,no_history,,lifecycle_rank_within_era,5.0,,1,1,1,,9.26,9.26,,0.0191,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,2000_plus,no_observed_order,,lifecycle_rank_within_era,6.0,,3878,0,0,,0.0,,,0.0,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,pre_1980,incomplete_or_in_progress,,lifecycle_rank_within_era,1.0,,100,118,118,,1224.02,10.3731,,54.8837,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,pre_1980,delivered_path,,lifecycle_rank_within_era,2.0,,73,85,85,,799.34,9.404,,39.5349,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,pre_1980,cancelled_path,,lifecycle_rank_within_era,3.0,,9,9,9,,78.77,8.7522,,4.186,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,pre_1980,returned_path,,lifecycle_rank_within_era,4.0,,3,3,3,,35.0,11.6667,,1.3953,Lifecycle outcomes within publication eras.
era_lifecycle_mix,era_lifecycle,pre_1980,no_observed_order,,lifecycle_rank_within_era,5.0,,173,0,0,,0.0,,,0.0,Lifecycle outcomes within publication eras.
era_page_demand,era_page_band,1980_1999,mid_length_book,,era_page_value_rank,4.0,1348,667,932,932,668,9415.78,10.1028,292.4916,12.4795,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,1980_1999,short_book,,era_page_value_rank,5.0,815,373,517,517,432,5027.12,9.7236,122.0813,6.6628,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,1980_1999,long_book,,era_page_value_rank,6.0,694,327,456,456,386,4417.74,9.688,505.7716,5.8552,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,1980_1999,very_long_book,,era_page_value_rank,8.0,243,123,182,182,172,1823.88,10.0213,1008.7914,2.4173,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,2000_plus,mid_length_book,,era_page_value_rank,1.0,3628,1783,2447,2447,1186,24482.52,10.0051,295.4259,32.4486,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,2000_plus,short_book,,era_page_value_rank,2.0,1971,961,1344,1344,837,13537.03,10.0722,118.0769,17.9417,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,2000_plus,long_book,,era_page_value_rank,3.0,1665,849,1138,1138,761,11587.48,10.1823,502.542,15.3578,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,2000_plus,very_long_book,,era_page_value_rank,7.0,436,229,319,319,288,3021.54,9.4719,958.3935,4.0047,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,pre_1980,mid_length_book,,era_page_value_rank,9.0,126,59,78,78,75,801.69,10.2781,283.4,1.0625,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,pre_1980,short_book,,era_page_value_rank,10.0,115,55,83,83,80,744.51,8.97,129.1469,0.9868,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,pre_1980,long_book,,era_page_value_rank,11.0,72,34,43,43,42,481.25,11.1919,510.2346,0.6378,Publication era and page-length interaction baseline.
era_page_demand,era_page_band,pre_1980,very_long_book,,era_page_value_rank,12.0,14,6,11,11,11,109.68,9.9709,939.4737,0.1454,Publication era and page-length interaction baseline.
page_band_shipping_mix,page_band_shipping,long_book,Express,,shipping_rank_within_page_band,1.0,,392,428,428,,4350.78,10.1654,,26.39,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,long_book,Priority,,shipping_rank_within_page_band,2.0,,379,416,416,,4178.25,10.0439,,25.3435,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,long_book,International,,shipping_rank_within_page_band,3.0,,384,403,403,,4043.63,10.0338,,24.527,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,long_book,Standard,,shipping_rank_within_page_band,4.0,,367,390,390,,3913.81,10.0354,,23.7395,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,long_book,unknown_shipping,,shipping_rank_within_page_band,5.0,,1221,0,0,,0.0,,,0.0,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,mid_length_book,Standard,,shipping_rank_within_page_band,1.0,,829,898,898,,9164.49,10.2054,,26.4106,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,mid_length_book,Express,,shipping_rank_within_page_band,2.0,,800,873,873,,8538.6,9.7808,,24.6069,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,mid_length_book,International,,shipping_rank_within_page_band,3.0,,787,847,847,,8505.22,10.0416,,24.5107,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,mid_length_book,Priority,,shipping_rank_within_page_band,4.0,,772,839,839,,8491.68,10.1212,,24.4717,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,mid_length_book,unknown_shipping,,shipping_rank_within_page_band,5.0,,2593,0,0,,0.0,,,0.0,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,short_book,Priority,,shipping_rank_within_page_band,1.0,,476,539,539,,5298.55,9.8303,,27.4413,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,short_book,Express,,shipping_rank_within_page_band,2.0,,452,486,486,,5017.31,10.3237,,25.9848,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,short_book,International,,shipping_rank_within_page_band,3.0,,424,470,470,,4571.14,9.7258,,23.674,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,short_book,Standard,,shipping_rank_within_page_band,4.0,,410,449,449,,4421.66,9.8478,,22.8999,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,short_book,unknown_shipping,,shipping_rank_within_page_band,5.0,,1512,0,0,,0.0,,,0.0,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,very_long_book,International,,shipping_rank_within_page_band,1.0,,121,130,130,,1292.96,9.9458,,26.0935,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,very_long_book,Priority,,shipping_rank_within_page_band,2.0,,114,123,123,,1276.13,10.375,,25.7539,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,very_long_book,Express,,shipping_rank_within_page_band,3.0,,114,125,125,,1221.67,9.7734,,24.6548,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,very_long_book,Standard,,shipping_rank_within_page_band,4.0,,124,134,134,,1164.34,8.6891,,23.4978,Shipping mix by page-length band.
page_band_shipping_mix,page_band_shipping,very_long_book,unknown_shipping,,shipping_rank_within_page_band,5.0,,335,0,0,,0.0,,,0.0,Shipping mix by page-length band.
publisher_era_role,era_publisher,1980_1999,Vintage,,publisher_rank_within_era,1.0,143,68,105,105,,1026.21,9.7734,,4.9612,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Penguin Books,,publisher_rank_within_era,2.0,95,53,69,69,,749.82,10.867,,3.625,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Ballantine Books,,publisher_rank_within_era,3.0,51,28,41,41,,396.02,9.659,,1.9146,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Mariner Books,,publisher_rank_within_era,4.0,44,24,33,33,,360.94,10.9376,,1.745,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Bantam,,publisher_rank_within_era,5.0,47,28,35,35,,332.53,9.5009,,1.6076,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Scribner,,publisher_rank_within_era,6.0,26,18,27,27,,294.82,10.9193,,1.4253,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Penguin Classics,,publisher_rank_within_era,7.0,44,21,29,29,,283.69,9.7824,,1.3715,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Cambridge University Press,,publisher_rank_within_era,8.0,31,19,25,25,,266.12,10.6448,,1.2866,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Pocket Books,,publisher_rank_within_era,9.0,36,15,24,24,,247.03,10.2929,,1.1943,Publisher roles within each publication era.
publisher_era_role,era_publisher,1980_1999,Harper Perennial,,publisher_rank_within_era,10.0,28,16,22,22,,246.41,11.2005,,1.1913,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Vintage,,publisher_rank_within_era,1.0,167,83,123,123,,1141.03,9.2767,,2.1681,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Penguin Books,,publisher_rank_within_era,2.0,148,61,82,82,,852.25,10.3933,,1.6194,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Penguin Classics,,publisher_rank_within_era,3.0,121,59,82,82,,787.72,9.6063,,1.4968,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Ballantine Books,,publisher_rank_within_era,4.0,90,50,64,64,,664.28,10.3794,,1.2622,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,HarperCollins,,publisher_rank_within_era,5.0,78,46,61,61,,623.24,10.217,,1.1842,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Harper Perennial,,publisher_rank_within_era,6.0,82,46,59,59,,622.07,10.5436,,1.182,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,VIZ Media LLC,,publisher_rank_within_era,7.0,88,41,55,55,,556.71,10.122,,1.0578,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Mariner Books,,publisher_rank_within_era,8.0,94,41,59,59,,547.73,9.2836,,1.0407,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Pocket Books,,publisher_rank_within_era,9.0,75,37,43,43,,499.66,11.62,,0.9494,Publisher roles within each publication era.
publisher_era_role,era_publisher,2000_plus,Modern Library,,publisher_rank_within_era,10.0,73,38,49,49,,469.67,9.5851,,0.8924,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Penguin Classics,,publisher_rank_within_era,1.0,19,10,13,13,,137.5,10.5769,,6.4339,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Cliffs Notes,,publisher_rank_within_era,2.0,16,11,17,17,,134.34,7.9024,,6.286,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Penguin Books,,publisher_rank_within_era,3.0,18,8,9,9,,112.66,12.5178,,5.2716,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,University of Chicago Press,,publisher_rank_within_era,4.0,9,5,9,9,,92.13,10.2367,,4.3109,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Anchor,,publisher_rank_within_era,5.0,3,3,5,5,,58.09,11.618,,2.7181,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,William Morrow & Company,,publisher_rank_within_era,6.0,2,2,4,4,,49.79,12.4475,,2.3298,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Random House,,publisher_rank_within_era,7.0,4,2,4,4,,44.84,11.21,,2.0981,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Signet,,publisher_rank_within_era,8.0,11,4,5,5,,43.68,8.736,,2.0439,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Thomas Y. Crowell Company,,publisher_rank_within_era,9.0,1,1,3,3,,42.5,14.1667,,1.9886,Publisher roles within each publication era.
publisher_era_role,era_publisher,pre_1980,Del Rey,,publisher_rank_within_era,10.0,4,2,4,4,,42.19,10.5475,,1.9741,Publisher roles within each publication era.
top_titles_by_era,era_title,1980_1999,Identity,Harper,title_rank_within_era,1.0,,,4,4,,70.5,17.625,,0.3408,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,Different Seasons,Futura,title_rank_within_era,2.0,,,5,5,,62.86,12.572,,0.3039,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,"Cities of the Plain (The Border Trilogy  #3)",Vintage,title_rank_within_era,3.0,,,5,5,,59.93,11.986,,0.2897,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,"The Shadow Rising (The Wheel of Time  #4)",Tom Doherty Tor Fantasy,title_rank_within_era,4.0,,,4,4,,54.85,13.7125,,0.2652,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,Spares,HarperCollins,title_rank_within_era,5.0,,,3,3,,53.34,17.78,,0.2579,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,Pies and Tarts,Time Life Medical,title_rank_within_era,6.0,,,4,4,,52.53,13.1325,,0.254,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,"The Zucchini Warriors (Macdonald Hall  #5)",Scholastic,title_rank_within_era,7.0,,,4,4,,52.39,13.0975,,0.2533,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,SeinLanguage,Bantam,title_rank_within_era,8.0,,,3,3,,52.11,17.37,,0.2519,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,Full House: The Spread of Excellence from Plato to Darwin,Three Rivers Press (CA),title_rank_within_era,9.0,,,4,4,,52.07,13.0175,,0.2517,Top titles inside each publication era.
top_titles_by_era,era_title,1980_1999,Secret for a Nightingale,Ivy Books,title_rank_within_era,10.0,,,3,3,,51.25,17.0833,,0.2478,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,The Prophet,Rupa & Co,title_rank_within_era,1.0,,,4,4,,60.72,15.18,,0.1154,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,"The Right Attitude to Rain (Isabel Dalhousie  #3)",Pantheon Books,title_rank_within_era,2.0,,,4,4,,58.87,14.7175,,0.1119,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,"A Higher Justice (The Trials of Kit Shannon #5)",Bethany House Publishers,title_rank_within_era,3.0,,,4,4,,57.62,14.405,,0.1095,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,Watership Down,HarperPerennial,title_rank_within_era,4.0,,,4,4,,57.58,14.395,,0.1094,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,The Architecture of Happiness,Pantheon Books,title_rank_within_era,5.0,,,3,3,,53.63,17.8767,,0.1019,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,"The Raphael Affair (Jonathan Argyll  #1)",Berkley Books,title_rank_within_era,6.0,,,3,3,,52.82,17.6067,,0.1004,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,O Xará,Companhia das Letras,title_rank_within_era,7.0,,,4,4,,52.44,13.11,,0.0996,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Regnery Publishing,title_rank_within_era,8.0,,,4,4,,52.4,13.1,,0.0996,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,Skylight Confessions,Little Brown and Company,title_rank_within_era,9.0,,,3,3,,50.42,16.8067,,0.0958,Top titles inside each publication era.
top_titles_by_era,era_title,2000_plus,"Ring of Fire (Ring of Fire Anthology  #1)",Baen,title_rank_within_era,10.0,,,4,4,,49.91,12.4775,,0.0948,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,"Betsy and Tacy Go Downtown (Betsy-Tacy  #4)",Thomas Y. Crowell Company,title_rank_within_era,1.0,,,3,3,,42.5,14.1667,,1.9886,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,Illuminations: Essays and Reflections,Schocken,title_rank_within_era,2.0,,,4,4,,37.53,9.3825,,1.7561,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,The Histories,Penguin Classics,title_rank_within_era,3.0,,,3,3,,37.06,12.3533,,1.7341,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,The Only Dance There Is,Anchor,title_rank_within_era,4.0,,,2,2,,35.9,17.95,,1.6798,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,Spooks: The Haunting of America: The Private Use of Secret Agents,William Morrow & Company,title_rank_within_era,5.0,,,2,2,,34.3,17.15,,1.605,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,Cliffs notes on Warren's All the King's Men,Cliffs Notes,title_rank_within_era,6.0,,,3,3,,33.6,11.2,,1.5722,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,The Myth of the Eternal Return or  Cosmos and History,Princeton University Press,title_rank_within_era,7.0,,,4,4,,33.18,8.295,,1.5525,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,Iberia: Spanish Travels and Reflections,Random House,title_rank_within_era,8.0,,,3,3,,31.62,10.54,,1.4796,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,Problems of the Self: Philosophical Papers 1956 1972,Cambridge University Press,title_rank_within_era,9.0,,,2,2,,31.59,15.795,,1.4782,Top titles inside each publication era.
top_titles_by_era,era_title,pre_1980,Return to the Planet of the Apes:  Visions from Nowhere,Ballantine Books,title_rank_within_era,10.0,,,2,2,,30.69,15.345,,1.436,Top titles inside each publication era.
