evidence_block,grain,item,item_2,period,rank_label,rank_value,sales,profit,margin,gross_loss,orders,order_lines,customers,products,avg_discount,quantity,sales_share,profit_share,gross_loss_share,extra_metric_1,extra_value_1,extra_metric_2,extra_value_2,notes
combo_category_sign_patterns,combo_by_category_profit_sign,Furniture + Technology,mixed_positive_negative_categories,,,,92090.88,-8839.81,-0.096,15509.17,98,232,,232,0.2703,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Furniture + Technology,only_negative_categories,,,,19326.14,-5019.79,-0.2597,5098.2,26,66,,66,0.3468,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Furniture + Technology,only_positive_categories,,,,178669.78,43182.68,0.2417,238.1,192,440,,440,0.0528,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Furniture only,only_negative_categories,,,,153096.37,-38504.74,-0.2515,38756.22,416,454,,454,0.3649,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Furniture only,only_positive_categories,,,,323899.06,52454.65,0.1619,434.91,844,942,,940,0.0756,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Furniture only,zero_profit_categories_only,,,,9872.88,0.0,0.0,0.0,14,14,,14,0.2429,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Office Supplies + Technology,mixed_positive_negative_categories,,,,142701.03,-17562.54,-0.1231,28842.56,200,584,,582,0.3273,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Office Supplies + Technology,only_negative_categories,,,,43935.05,-31679.37,-0.721,31859.72,86,248,,248,0.4478,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Office Supplies + Technology,only_positive_categories,,,,703400.72,200744.94,0.2854,252.88,894,2620,,2616,0.0799,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Office Supplies only,only_negative_categories,,,,89793.52,-50863.72,-0.5665,52327.93,658,990,,990,0.5874,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Office Supplies only,only_positive_categories,,,,606546.92,184287.19,0.3038,1134.6,3688,5264,,5262,0.0848,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Office Supplies only,zero_profit_categories_only,,,,7390.12,0.0,0.0,0.0,20,20,,20,0.0,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Technology only,only_negative_categories,,,,42458.5,-9309.34,-0.2193,9477.53,108,122,,122,0.3247,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_category_sign_patterns,combo_by_category_profit_sign,Technology only,only_positive_categories,,,,389470.88,93886.85,0.2411,208.15,836,940,,940,0.1004,,,,,,,,,Use this block to separate clean category combinations from combinations where one category subsidizes another.
combo_performance_baseline,category_combo,Furniture + Office Supplies + Technology,multi_category,,sales_rank,1.0,926282.0,101121.65,0.1092,62478.67,648,3190,,3186,0.148,12120.0,0.2016,0.1765,0.2001,net_loss_order_rate,0.2593,mixed_category_sign_rate,0.3981,"Use this block to compare specific category combinations, not just single vs multi-category orders."
combo_performance_baseline,category_combo,Office Supplies + Technology,multi_category,,sales_rank,2.0,890036.8,151503.03,0.1702,60955.16,1180,3452,,3446,0.1487,13236.0,0.1937,0.2645,0.1952,net_loss_order_rate,0.1746,mixed_category_sign_rate,0.1695,"Use this block to compare specific category combinations, not just single vs multi-category orders."
combo_performance_baseline,category_combo,Furniture + Office Supplies,multi_category,,sales_rank,3.0,865467.9,58895.41,0.0681,65643.93,1290,3862,,3860,0.1685,14724.0,0.1884,0.1028,0.2102,net_loss_order_rate,0.3132,mixed_category_sign_rate,0.2822,"Use this block to compare specific category combinations, not just single vs multi-category orders."
combo_performance_baseline,category_combo,Office Supplies only,single_category,,sales_rank,4.0,703730.56,133423.47,0.1896,53462.53,4366,6274,,6272,0.1601,23636.0,0.1532,0.2329,0.1712,net_loss_order_rate,0.1507,mixed_category_sign_rate,0.0,"Use this block to compare specific category combinations, not just single vs multi-category orders."
combo_performance_baseline,category_combo,Furniture only,single_category,,sales_rank,5.0,486868.3,13949.9,0.0287,39191.13,1274,1410,,1408,0.1719,5322.0,0.106,0.0244,0.1255,net_loss_order_rate,0.3265,mixed_category_sign_rate,0.0,"Use this block to compare specific category combinations, not just single vs multi-category orders."
combo_performance_baseline,category_combo,Technology only,single_category,,sales_rank,6.0,431929.37,84577.51,0.1958,9685.68,944,1062,,1062,0.1261,4032.0,0.094,0.1477,0.031,net_loss_order_rate,0.1144,mixed_category_sign_rate,0.0,"Use this block to compare specific category combinations, not just single vs multi-category orders."
combo_performance_baseline,category_combo,Furniture + Technology,multi_category,,sales_rank,7.0,290086.79,29323.07,0.1011,20845.47,316,738,,738,0.1444,2676.0,0.0631,0.0512,0.0668,net_loss_order_rate,0.2658,mixed_category_sign_rate,0.3101,"Use this block to compare specific category combinations, not just single vs multi-category orders."
combo_vs_single_baseline,category_combo_vs_single_components,Furniture + Office Supplies,multi_category,,,,865467.9,58895.41,0.0681,65643.93,1290,3862,,,0.1685,,,,,avg_component_single_margin,0.1091,margin_vs_avg_single_component,-0.0411,Use this block to assess whether combining categories improves or dilutes the margin relative to single-category baselines.
combo_vs_single_baseline,category_combo_vs_single_components,Furniture + Office Supplies + Technology,multi_category,,,,926282.0,101121.65,0.1092,62478.67,648,3190,,,0.148,,,,,avg_component_single_margin,0.138,margin_vs_avg_single_component,-0.0289,Use this block to assess whether combining categories improves or dilutes the margin relative to single-category baselines.
combo_vs_single_baseline,category_combo_vs_single_components,Furniture + Technology,multi_category,,,,290086.79,29323.07,0.1011,20845.47,316,738,,,0.1444,,,,,avg_component_single_margin,0.1122,margin_vs_avg_single_component,-0.0111,Use this block to assess whether combining categories improves or dilutes the margin relative to single-category baselines.
combo_vs_single_baseline,category_combo_vs_single_components,Furniture only,single_category,,,,486868.3,13949.9,0.0287,39191.13,1274,1410,,,0.1719,,,,,avg_component_single_margin,0.0287,margin_vs_avg_single_component,0.0,Use this block to assess whether combining categories improves or dilutes the margin relative to single-category baselines.
combo_vs_single_baseline,category_combo_vs_single_components,Office Supplies + Technology,multi_category,,,,890036.8,151503.03,0.1702,60955.16,1180,3452,,,0.1487,,,,,avg_component_single_margin,0.1927,margin_vs_avg_single_component,-0.0225,Use this block to assess whether combining categories improves or dilutes the margin relative to single-category baselines.
combo_vs_single_baseline,category_combo_vs_single_components,Office Supplies only,single_category,,,,703730.56,133423.47,0.1896,53462.53,4366,6274,,,0.1601,,,,,avg_component_single_margin,0.1896,margin_vs_avg_single_component,0.0,Use this block to assess whether combining categories improves or dilutes the margin relative to single-category baselines.
combo_vs_single_baseline,category_combo_vs_single_components,Technology only,single_category,,,,431929.37,84577.51,0.1958,9685.68,944,1062,,,0.1261,,,,,avg_component_single_margin,0.1958,margin_vs_avg_single_component,0.0,Use this block to assess whether combining categories improves or dilutes the margin relative to single-category baselines.
top_multicategory_loss_examples,multi_category_order_example,CA-2013-108196,Office Supplies + Technology,,gross_loss_rank,1.0,5016.55,-6892.37,-1.3739,6904.37,1,3,,3,0.575,10.0,,,,category_count,2.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2017-108196,Office Supplies + Technology,,gross_loss_rank,2.0,5016.55,-6892.37,-1.3739,6904.37,1,3,,3,0.575,10.0,,,,category_count,2.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,US-2014-168116,Office Supplies + Technology,,gross_loss_rank,3.0,8167.42,-3825.34,-0.4684,3839.99,1,2,,2,0.35,6.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,US-2018-168116,Office Supplies + Technology,,gross_loss_rank,4.0,8167.42,-3825.34,-0.4684,3839.99,1,2,,2,0.35,6.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2011-169019,Furniture + Office Supplies + Technology,,gross_loss_rank,5.0,2656.72,-3791.16,-1.427,3791.16,1,6,,6,0.5333,31.0,,,,category_count,3.0,negative_categories,3.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2015-169019,Furniture + Office Supplies + Technology,,gross_loss_rank,6.0,2656.72,-3791.16,-1.427,3791.16,1,6,,6,0.5333,31.0,,,,category_count,3.0,negative_categories,3.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2014-134845,Office Supplies + Technology,,gross_loss_rank,7.0,2613.31,-3424.35,-1.3104,3431.61,1,5,,5,0.6375,22.0,,,,category_count,2.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2018-134845,Office Supplies + Technology,,gross_loss_rank,8.0,2613.31,-3424.35,-1.3104,3431.61,1,5,,5,0.6375,22.0,,,,category_count,2.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2012-147830,Furniture + Technology,,gross_loss_rank,9.0,4190.21,-1980.38,-0.4726,2656.99,1,4,,4,0.3167,17.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2016-147830,Furniture + Technology,,gross_loss_rank,10.0,4190.21,-1980.38,-0.4726,2656.99,1,4,,4,0.3167,17.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2014-131254,Furniture + Office Supplies,,gross_loss_rank,11.0,1729.29,-2330.27,-1.3475,2334.18,1,3,,3,0.4,14.0,,,,category_count,2.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2018-131254,Furniture + Office Supplies,,gross_loss_rank,12.0,1729.29,-2330.27,-1.3475,2334.18,1,3,,3,0.4,14.0,,,,category_count,2.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2011-139892,Furniture + Office Supplies + Technology,,gross_loss_rank,13.0,10539.9,-1878.79,-0.1783,1897.33,1,7,,7,0.3167,37.0,,,,category_count,3.0,negative_categories,3.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2015-139892,Furniture + Office Supplies + Technology,,gross_loss_rank,14.0,10539.9,-1878.79,-0.1783,1897.33,1,7,,7,0.3167,37.0,,,,category_count,3.0,negative_categories,3.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2013-130946,Furniture + Office Supplies + Technology,,gross_loss_rank,15.0,1616.7,-1790.27,-1.1074,1855.06,1,3,,3,0.4333,17.0,,,,category_count,3.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2017-130946,Furniture + Office Supplies + Technology,,gross_loss_rank,16.0,1616.7,-1790.27,-1.1074,1855.06,1,3,,3,0.4333,17.0,,,,category_count,3.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2011-145317,Furniture + Office Supplies + Technology,,gross_loss_rank,17.0,23661.23,-1789.73,-0.0756,1827.5,1,7,,7,0.3,25.0,,,,category_count,3.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2015-145317,Furniture + Office Supplies + Technology,,gross_loss_rank,18.0,23661.23,-1789.73,-0.0756,1827.5,1,7,,7,0.3,25.0,,,,category_count,3.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,US-2012-150630,Furniture + Office Supplies,,gross_loss_rank,19.0,3329.43,-1647.94,-0.495,1677.82,1,7,,7,0.375,28.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,US-2016-150630,Furniture + Office Supplies,,gross_loss_rank,20.0,3329.43,-1647.94,-0.495,1677.82,1,7,,7,0.375,28.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2011-165309,Office Supplies + Technology,,gross_loss_rank,21.0,1639.5,-1340.5,-0.8176,1482.01,1,7,,7,0.32,27.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2015-165309,Office Supplies + Technology,,gross_loss_rank,22.0,1639.5,-1340.5,-0.8176,1482.01,1,7,,7,0.32,27.0,,,,category_count,2.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2014-128363,Furniture + Office Supplies + Technology,,gross_loss_rank,23.0,2382.93,-1145.19,-0.4806,1237.85,1,7,,7,0.2417,28.0,,,,category_count,3.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2018-128363,Furniture + Office Supplies + Technology,,gross_loss_rank,24.0,2382.93,-1145.19,-0.4806,1237.85,1,7,,7,0.2417,28.0,,,,category_count,3.0,negative_categories,1.0,Use this block only as supporting examples for high-loss multi-category combinations.
top_multicategory_loss_examples,multi_category_order_example,CA-2012-146262,Furniture + Office Supplies + Technology,,gross_loss_rank,25.0,1816.7,-1196.06,-0.6584,1209.42,1,5,,5,0.3778,21.0,,,,category_count,3.0,negative_categories,2.0,Use this block only as supporting examples for high-loss multi-category combinations.
