evidence_block,grain,item,item_2,item_3,rank_label,rank_value,release_year,start_year,end_year,games,game_platforms,platforms,publishers,genres,regions,reported_sales_volume,sales_share,avg_sales_per_game_platform,secondary_value,secondary_label,notes
platform_blockbuster_dependency,platform,PS2,Grand Theft Auto: San Andreas,,top10pct_game_share_within_platform,,,,,2127,,1,,,,1233.56,0.5225,,0.0169,top_game_share_within_platform,Measure whether platform sales are hit-driven or distributed across a broader catalog.
platform_blockbuster_dependency,platform,TG16,Doukyuusei,,top10pct_game_share_within_platform,,,,,2,,1,,,,0.16,0.875,,0.875,top_game_share_within_platform,Measure whether platform sales are hit-driven or distributed across a broader catalog.
platform_blockbuster_dependency,platform,GB,Pokemon Red/Pokemon Blue,,top10pct_game_share_within_platform,,,,,97,,1,,,,254.43,0.5932,,0.1233,top_game_share_within_platform,Measure whether platform sales are hit-driven or distributed across a broader catalog.
platform_blockbuster_dependency,platform,GBA,Pokemon Ruby/Pokemon Sapphire,,top10pct_game_share_within_platform,,,,,811,,1,,,,312.88,0.5411,,0.0506,top_game_share_within_platform,Measure whether platform sales are hit-driven or distributed across a broader catalog.
platform_blockbuster_dependency,platform,N64,Super Mario 64,,top10pct_game_share_within_platform,,,,,316,,1,,,,218.01,0.5446,,0.0546,top_game_share_within_platform,Measure whether platform sales are hit-driven or distributed across a broader catalog.
regional_sales_by_global_game_bucket,region_bucket,North America,top_5_to_20_percent_games,,region_global_bucket_mix,,,,,1704,,,,,1,1399.74,0.3229,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,North America,top_1_percent_games,,region_global_bucket_mix,,,,,114,,,,,1,923.29,0.213,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,North America,top_1_to_5_percent_games,,region_global_bucket_mix,,,,,454,,,,,1,1170.17,0.2699,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,North America,bottom_80_percent_games,,region_global_bucket_mix,,,,,9088,,,,,1,841.87,0.1942,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Europe,bottom_80_percent_games,,region_global_bucket_mix,,,,,9088,,,,,1,374.73,0.1555,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Europe,top_1_to_5_percent_games,,region_global_bucket_mix,,,,,454,,,,,1,680.51,0.2823,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Europe,top_1_percent_games,,region_global_bucket_mix,,,,,114,,,,,1,626.18,0.2598,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Europe,top_5_to_20_percent_games,,region_global_bucket_mix,,,,,1704,,,,,1,728.95,0.3024,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Other,top_1_percent_games,,region_global_bucket_mix,,,,,114,,,,,1,205.11,0.2599,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Other,top_5_to_20_percent_games,,region_global_bucket_mix,,,,,1704,,,,,1,237.28,0.3006,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Other,top_1_to_5_percent_games,,region_global_bucket_mix,,,,,454,,,,,1,225.78,0.286,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Other,bottom_80_percent_games,,region_global_bucket_mix,,,,,9088,,,,,1,121.16,0.1535,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Japan,top_1_percent_games,,region_global_bucket_mix,,,,,114,,,,,1,199.31,0.1552,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Japan,bottom_80_percent_games,,region_global_bucket_mix,,,,,9088,,,,,1,483.83,0.3767,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Japan,top_1_to_5_percent_games,,region_global_bucket_mix,,,,,454,,,,,1,239.71,0.1866,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
regional_sales_by_global_game_bucket,region_bucket,Japan,top_5_to_20_percent_games,,region_global_bucket_mix,,,,,1704,,,,,1,361.48,0.2815,,,not_applicable,Check whether regions rely differently on global blockbusters versus tail games.
long_tail_region_coverage,sales_bucket_region_coverage,top_1_percent_games,three_region_games,,region_coverage_within_sales_bucket,,,,,8,,,,,,92.21,0.0472,,8.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_1_percent_games,four_region_games,,region_coverage_within_sales_bucket,,,,,106,,,,,,1861.68,0.9528,,106.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_1_to_5_percent_games,one_region_games,,region_coverage_within_sales_bucket,,,,,4,,,,,,15.17,0.0065,,4.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_1_to_5_percent_games,four_region_games,,region_coverage_within_sales_bucket,,,,,337,,,,,,1761.07,0.7603,,337.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_1_to_5_percent_games,two_region_games,,region_coverage_within_sales_bucket,,,,,5,,,,,,22.7,0.0098,,5.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_1_to_5_percent_games,three_region_games,,region_coverage_within_sales_bucket,,,,,108,,,,,,517.23,0.2233,,108.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,bottom_80_percent_games,one_region_games,,region_coverage_within_sales_bucket,,,,,3586,,,,,,329.62,0.181,,3586.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,bottom_80_percent_games,two_region_games,,region_coverage_within_sales_bucket,,,,,2111,,,,,,336.36,0.1847,,2111.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,bottom_80_percent_games,four_region_games,,region_coverage_within_sales_bucket,,,,,764,,,,,,323.38,0.1775,,764.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,bottom_80_percent_games,three_region_games,,region_coverage_within_sales_bucket,,,,,2627,,,,,,832.23,0.4569,,2627.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_5_to_20_percent_games,three_region_games,,region_coverage_within_sales_bucket,,,,,835,,,,,,1283.68,0.4707,,835.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_5_to_20_percent_games,one_region_games,,region_coverage_within_sales_bucket,,,,,44,,,,,,58.51,0.0215,,44.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_5_to_20_percent_games,four_region_games,,region_coverage_within_sales_bucket,,,,,756,,,,,,1290.42,0.4731,,756.0,games,Separate a low-sales long tail from cross-region tail coverage.
long_tail_region_coverage,sales_bucket_region_coverage,top_5_to_20_percent_games,two_region_games,,region_coverage_within_sales_bucket,,,,,69,,,,,,94.84,0.0348,,69.0,games,Separate a low-sales long tail from cross-region tail coverage.
