evidence_block,grain,item,item_2,item_3,rank_label,rank_value,inspections,establishments,violations,critical_violations,serious_violations,minor_violations,total_fine,pass_count,conditional_count,fail_count,issue_rate_pct,avg_violations_per_inspection,avg_fine_per_inspection,notes
inspection_type_baseline,inspection_type,Tag Removal,,,inspection_volume_rank,11.0,602,549,2471,163,123,2185,330750.0,406,169,27,32.5581,4.1047,549.4186,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Out of Business,,,inspection_volume_rank,12.0,284,282,0,0,0,0,0.0,167,0,112,39.4366,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Task Force Liquor 1475,,,inspection_volume_rank,13.0,253,239,423,56,50,317,72200.0,120,0,133,52.5692,1.6719,285.3755,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Recent Inspection,,,inspection_volume_rank,14.0,192,185,587,28,47,512,76950.0,117,54,16,36.4583,3.0573,400.7813,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Complaint-Fire,,,inspection_volume_rank,15.0,160,147,598,26,58,514,78900.0,83,12,59,44.375,3.7375,493.125,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Suspected Food Poisoning Re-inspection,,,inspection_volume_rank,16.0,160,143,925,41,184,700,77400.0,140,9,11,12.5,5.7813,483.75,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Short Form Fire-Complaint,,,inspection_volume_rank,17.0,113,110,290,4,12,274,25450.0,68,4,32,31.8584,2.5664,225.2212,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,No Entry,,,inspection_volume_rank,18.0,60,57,14,0,1,13,1550.0,31,0,29,48.3333,0.2333,25.8333,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Complaint-Fire Re-inspection,,,inspection_volume_rank,19.0,44,38,279,16,67,196,23000.0,35,2,6,18.1818,6.3409,522.7273,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Package Liquor 1474,,,inspection_volume_rank,20.0,44,43,39,3,6,30,6000.0,28,0,16,36.3636,0.8864,136.3636,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Special Events (Festivals),,,inspection_volume_rank,21.0,31,26,128,8,5,115,16750.0,26,1,4,16.129,4.129,540.3226,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,OUT OF BUSINESS,,,inspection_volume_rank,22.0,22,22,0,0,0,0,0.0,0,0,8,36.3636,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE REQUEST,,,inspection_volume_rank,23.0,19,19,0,0,0,0,0.0,0,0,4,21.0526,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Not Ready,,,inspection_volume_rank,24.0,10,10,0,0,0,0,0.0,0,0,6,60.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Non-Inspection,,,inspection_volume_rank,25.0,9,9,20,0,5,15,2750.0,1,2,6,88.8889,2.2222,305.5556,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Pre-License Consultation,,,inspection_volume_rank,26.0,9,9,15,2,2,11,2400.0,3,0,6,66.6667,1.6667,266.6667,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,NO ENTRY,,,inspection_volume_rank,27.0,7,7,0,0,0,0,0.0,1,0,6,85.7143,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,SFP,,,inspection_volume_rank,28.0,4,4,17,7,1,9,4650.0,0,3,1,100.0,4.25,1162.5,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,SFP/COMPLAINT,,,inspection_volume_rank,29.0,4,4,23,4,3,16,4350.0,2,1,1,50.0,5.75,1087.5,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,no entry,,,inspection_volume_rank,30.0,4,4,0,0,0,0,0.0,0,0,4,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Illegal Operation,,,inspection_volume_rank,31.0,2,2,2,2,0,0,1000.0,1,1,0,50.0,1.0,500.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE CONSULTATION,,,inspection_volume_rank,32.0,2,2,0,0,0,0,0.0,2,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE RENEWAL FOR DAYCARE,,,inspection_volume_rank,33.0,2,2,5,2,0,3,1300.0,1,1,0,50.0,2.5,650.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE/NOT READY,,,inspection_volume_rank,34.0,2,2,0,0,0,0,0.0,0,0,2,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,REINSPECTION,,,inspection_volume_rank,35.0,2,2,7,0,2,5,1000.0,2,0,0,0.0,3.5,500.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,REINSPECTION OF 48 HOUR NOTICE,,,inspection_volume_rank,36.0,2,2,19,3,1,15,3250.0,0,0,2,100.0,9.5,1625.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,SPECIAL TASK FORCE,,,inspection_volume_rank,37.0,2,2,7,0,5,2,1450.0,0,0,2,100.0,3.5,725.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASK FORCE LIQUOR 1470,,,inspection_volume_rank,38.0,2,2,0,0,0,0,0.0,1,0,1,50.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASK FORCE LIQUOR 1474,,,inspection_volume_rank,39.0,2,2,9,0,1,8,1050.0,1,0,1,50.0,4.5,525.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,task force,,,inspection_volume_rank,40.0,2,2,5,0,1,4,650.0,2,0,0,0.0,2.5,325.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,1315 license reinspection,,,inspection_volume_rank,41.0,1,1,5,4,1,0,2250.0,0,0,1,100.0,5.0,2250.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,ADDENDUM,,,inspection_volume_rank,42.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Business Not Located,,,inspection_volume_rank,43.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CANVAS,,,inspection_volume_rank,44.0,1,1,4,0,0,4,400.0,1,0,0,0.0,4.0,400.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CANVASS,,,inspection_volume_rank,45.0,1,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CANVASS FOR RIB FEST,,,inspection_volume_rank,46.0,1,1,3,0,0,3,300.0,1,0,0,0.0,3.0,300.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CANVASS RE INSPECTION OF CLOSE UP,,,inspection_volume_rank,47.0,1,1,4,1,1,2,950.0,1,0,0,0.0,4.0,950.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CANVASS SCHOOL/SPECIAL EVENT,,,inspection_volume_rank,48.0,1,1,1,0,0,1,100.0,1,0,0,0.0,1.0,100.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CANVASS SPECIAL EVENTS,,,inspection_volume_rank,49.0,1,1,3,0,0,3,300.0,1,0,0,0.0,3.0,300.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CANVASS/SPECIAL EVENT,,,inspection_volume_rank,50.0,1,1,5,0,0,5,500.0,1,0,0,0.0,5.0,500.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CHANGED COURT DATE,,,inspection_volume_rank,51.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CITF,,,inspection_volume_rank,52.0,1,1,1,0,0,1,100.0,1,0,0,0.0,1.0,100.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CLOSE-UP/COMPLAINT REINSPECTION,,,inspection_volume_rank,53.0,1,1,9,1,2,6,1600.0,1,0,0,0.0,9.0,1600.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,CORRECTIVE ACTION,,,inspection_volume_rank,54.0,1,1,0,0,0,0,0.0,0,1,0,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,DAY CARE LICENSE RENEWAL,,,inspection_volume_rank,55.0,1,1,3,0,0,3,300.0,1,0,0,0.0,3.0,300.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Duplicated,,,inspection_volume_rank,56.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,FIRE,,,inspection_volume_rank,57.0,1,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,FIRE/COMPLAIN,,,inspection_volume_rank,58.0,1,1,5,1,2,2,1200.0,0,0,1,100.0,5.0,1200.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,HACCP QUESTIONAIRE,,,inspection_volume_rank,59.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,KITCHEN CLOSED FOR RENOVATION,,,inspection_volume_rank,60.0,1,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Kids Cafe',,,inspection_volume_rank,61.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE,,,inspection_volume_rank,62.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE CANCELED BY OWNER,,,inspection_volume_rank,63.0,1,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE DAYCARE 1586,,,inspection_volume_rank,64.0,1,1,5,0,0,5,500.0,1,0,0,0.0,5.0,500.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE RENEWAL INSPECTION FOR DAYCARE,,,inspection_volume_rank,65.0,1,1,2,0,0,2,200.0,1,0,0,0.0,2.0,200.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE TASK FORCE / NOT -FOR-PROFIT CLU,,,inspection_volume_rank,66.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE TASK FORCE / NOT -FOR-PROFIT CLUB,,,inspection_volume_rank,67.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LICENSE WRONG ADDRESS,,,inspection_volume_rank,68.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LIQOUR TASK FORCE NOT READY,,,inspection_volume_rank,69.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,LIQUOR CATERING,,,inspection_volume_rank,70.0,1,1,6,1,0,5,1000.0,0,0,1,100.0,6.0,1000.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,License consultation,,,inspection_volume_rank,71.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,NO ENTRY-SHORT COMPLAINT),,,inspection_volume_rank,72.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,No entry,,,inspection_volume_rank,73.0,1,1,12,1,2,9,1900.0,0,0,1,100.0,12.0,1900.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,O.B.,,,inspection_volume_rank,74.0,1,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,POSSIBLE FBI,,,inspection_volume_rank,75.0,1,1,6,0,0,6,600.0,1,0,0,0.0,6.0,600.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,RE-INSPECTION OF CLOSE-UP,,,inspection_volume_rank,76.0,1,1,9,3,0,6,500.0,0,0,1,100.0,9.0,500.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,RECALL INSPECTION,,,inspection_volume_rank,77.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,SFP RECENTLY INSPECTED,,,inspection_volume_rank,78.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,SFP/Complaint,,,inspection_volume_rank,79.0,1,1,9,2,2,5,2000.0,0,0,1,100.0,9.0,2000.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,SMOKING COMPLAINT,,,inspection_volume_rank,80.0,1,1,4,0,0,4,400.0,1,0,0,0.0,4.0,400.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Sample Collection,,,inspection_volume_rank,81.0,1,1,0,0,0,0,0.0,0,1,0,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Special Task Force,,,inspection_volume_rank,82.0,1,1,3,1,1,1,850.0,0,1,0,100.0,3.0,850.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Summer Feeding,,,inspection_volume_rank,83.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASK FORCE LIQUOR (1481),,,inspection_volume_rank,84.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASK FORCE NIGHT,,,inspection_volume_rank,85.0,1,1,7,1,3,3,1550.0,0,0,1,100.0,7.0,1550.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASK FORCE NOT READY,,,inspection_volume_rank,86.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASK FORCE PACKAGE GOODS 1474,,,inspection_volume_rank,87.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASK FORCE PACKAGE LIQUOR,,,inspection_volume_rank,88.0,1,1,5,0,2,3,800.0,0,0,1,100.0,5.0,800.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASKFORCE,,,inspection_volume_rank,89.0,1,1,10,2,2,6,2100.0,0,0,1,100.0,10.0,2100.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TASTE OF CHICAGO,,,inspection_volume_rank,90.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TAVERN 1470,,,inspection_volume_rank,91.0,1,1,2,1,1,0,750.0,0,0,1,100.0,2.0,750.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,TWO PEOPLE ATE AND GOT SICK.,,,inspection_volume_rank,92.0,1,1,5,0,2,3,800.0,0,0,1,100.0,5.0,800.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Task Force Liquor Catering,,,inspection_volume_rank,93.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Task Force for liquor 1474,,,inspection_volume_rank,94.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,Task force liquor inspection 1474,,,inspection_volume_rank,95.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,citation re-issued,,,inspection_volume_rank,96.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,error save,,,inspection_volume_rank,97.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,expansion,,,inspection_volume_rank,98.0,1,1,2,0,0,2,200.0,1,0,0,0.0,2.0,200.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,finish complaint inspection from 5-18-10,,,inspection_volume_rank,99.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,fire complaint,,,inspection_volume_rank,100.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,license,,,inspection_volume_rank,101.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,license task 1474,,,inspection_volume_rank,102.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,out ofbusiness,,,inspection_volume_rank,103.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,sfp/complaint,,,inspection_volume_rank,104.0,1,1,6,0,0,6,600.0,1,0,0,0.0,6.0,600.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,task force(1470) liquor tavern,,,inspection_volume_rank,105.0,1,1,7,2,1,4,1650.0,0,0,1,100.0,7.0,1650.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_baseline,inspection_type,,,,inspection_volume_rank,106.0,1,1,2,0,2,0,500.0,1,0,0,0.0,2.0,500.0,Establish the volume and outcome baseline for each inspection type.
inspection_type_result_profile,inspection_type_result,CANVASS RE INSPECTION OF CLOSE UP,pass,,result_rank_within_type,1.0,1,1,4,1,1,2,950.0,1,0,0,0.0,4.0,950.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Consultation,pass,,result_rank_within_type,1.0,406,383,926,29,46,851,111100.0,406,0,0,0.0,2.2808,273.6453,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Consultation,conditional_pass,,result_rank_within_type,2.0,120,117,442,33,44,365,64000.0,0,120,0,100.0,3.6833,533.3333,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Consultation,fail,,result_rank_within_type,3.0,102,96,324,26,76,222,54200.0,0,0,102,100.0,3.1765,531.3725,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Consultation,other_result,,result_rank_within_type,4.0,13,13,23,5,5,13,5050.0,0,0,0,0.0,1.7692,388.4615,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,LIQOUR TASK FORCE NOT READY,fail,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,SFP/Complaint,fail,,result_rank_within_type,1.0,1,1,9,2,2,5,2000.0,0,0,1,100.0,9.0,2000.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,TWO PEOPLE ATE AND GOT SICK.,fail,,result_rank_within_type,1.0,1,1,5,0,2,3,800.0,0,0,1,100.0,5.0,800.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,expansion,pass,,result_rank_within_type,1.0,1,1,2,0,0,2,200.0,1,0,0,0.0,2.0,200.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,LICENSE TASK FORCE / NOT -FOR-PROFIT CLUB,pass,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,License-Task Force,fail,,result_rank_within_type,1.0,367,359,1556,209,294,1053,283300.0,0,0,367,100.0,4.2398,771.9346,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,License-Task Force,pass,,result_rank_within_type,2.0,236,236,78,0,0,78,7800.0,236,0,0,0.0,0.3305,33.0508,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,License-Task Force,other_result,,result_rank_within_type,3.0,2,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Not Ready,fail,,result_rank_within_type,1.0,6,6,0,0,0,0,0.0,0,0,6,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Not Ready,other_result,,result_rank_within_type,2.0,4,4,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,SMOKING COMPLAINT,pass,,result_rank_within_type,1.0,1,1,4,0,0,4,400.0,1,0,0,0.0,4.0,400.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Task Force for liquor 1474,fail,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,finish complaint inspection from 5-18-10,fail,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,out ofbusiness,fail,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Business Not Located,fail,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,CORRECTIVE ACTION,conditional_pass,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,0,1,0,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,SFP RECENTLY INSPECTED,pass,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,TASK FORCE LIQUOR 1470,fail,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,0,0,1,100.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,TASK FORCE LIQUOR 1470,pass,,result_rank_within_type,2.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,task force,pass,,result_rank_within_type,1.0,2,2,5,0,1,4,650.0,2,0,0,0.0,2.5,325.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,CHANGED COURT DATE,pass,,result_rank_within_type,1.0,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Canvass,pass,,result_rank_within_type,1.0,39817,14392,129393,68,60,129265,12975500.0,39817,0,0,0.0,3.2497,325.8784,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Canvass,other_result,,result_rank_within_type,2.0,15855,13722,256,1,6,249,26900.0,0,0,0,0.0,0.0161,1.6966,Separate high-volume inspection types from weak-outcome inspection types.
inspection_type_result_profile,inspection_type_result,Canvass,fail,,result_rank_within_type,3.0,12688,8377,74671,5760,16940,51971,12312100.0,0,0,12688,100.0,5.8852,970.3736,Separate high-volume inspection types from weak-outcome inspection types.
