evidence_block,grain,item,item_2,item_3,rank_label,rank_value,inspections,establishments,violations,critical_violations,serious_violations,minor_violations,total_fine,pass_count,conditional_count,fail_count,issue_rate_pct,avg_violations_per_inspection,avg_fine_per_inspection,notes
year_facility_type_shift,year_facility_type,2013,Daycare (2 - 6 Years),,facility_volume_rank_within_year,6.0,212,163,554,24,90,440,64100.0,138,4,38,19.8113,2.6132,302.3585,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2013,Daycare Above and Under 2 Years,,facility_volume_rank_within_year,7.0,153,119,478,28,74,376,58400.0,105,2,27,18.9542,3.1242,381.6993,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2013,Children's Services Facility,,facility_volume_rank_within_year,8.0,133,112,400,22,37,341,44750.0,109,3,18,15.7895,3.0075,336.4662,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2013,Catering,,facility_volume_rank_within_year,9.0,126,98,314,13,36,265,36100.0,66,4,15,15.0794,2.4921,286.5079,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2013,Daycare Combo 1586,,facility_volume_rank_within_year,10.0,104,76,290,20,49,221,35700.0,59,2,22,23.0769,2.7885,343.2692,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Restaurant,,facility_volume_rank_within_year,1.0,11306,7376,44357,2731,5222,36404,5292200.0,6817,1149,2147,29.1527,3.9233,468.0877,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Grocery Store,,facility_volume_rank_within_year,2.0,2704,1682,11573,674,1718,9181,1366250.0,1535,215,718,34.5044,4.28,505.27,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,School,,facility_volume_rank_within_year,3.0,1194,853,4488,176,524,3788,501500.0,868,44,246,24.2881,3.7588,420.0168,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,unknown,,facility_volume_rank_within_year,4.0,1184,1175,33,1,6,26,4500.0,24,3,16,1.6047,0.0279,3.8007,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Daycare (2 - 6 Years),,facility_volume_rank_within_year,5.0,387,269,1274,71,166,1037,139000.0,241,10,84,24.2894,3.292,359.1731,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Bakery,,facility_volume_rank_within_year,6.0,262,183,1062,60,142,860,118850.0,155,12,60,27.4809,4.0534,453.626,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Daycare Above and Under 2 Years,,facility_volume_rank_within_year,7.0,247,186,870,59,98,713,107150.0,185,14,43,23.0769,3.5223,433.8057,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Children's Services Facility,,facility_volume_rank_within_year,8.0,165,122,597,29,61,507,67150.0,129,10,24,20.6061,3.6182,406.9697,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Mobile Food Dispenser,,facility_volume_rank_within_year,9.0,153,123,132,44,27,61,22900.0,105,1,31,20.915,0.8627,149.6732,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2012,Daycare Combo 1586,,facility_volume_rank_within_year,10.0,141,95,474,40,86,348,60900.0,76,9,38,33.3333,3.3617,431.9149,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Restaurant,,facility_volume_rank_within_year,1.0,16156,8945,60660,4314,9033,47313,7552800.0,9016,2081,2958,31.1897,3.7546,467.492,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Grocery Store,,facility_volume_rank_within_year,2.0,2624,1602,10091,772,1642,7677,1270800.0,1423,272,559,31.6692,3.8457,484.2988,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,School,,facility_volume_rank_within_year,3.0,1223,878,3855,191,813,2851,480000.0,802,93,296,31.807,3.1521,392.4775,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Bakery,,facility_volume_rank_within_year,4.0,354,230,1449,53,251,1145,161900.0,203,33,79,31.6384,4.0932,457.3446,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Children's Services Facility,,facility_volume_rank_within_year,5.0,347,257,786,64,157,565,97150.0,240,18,57,21.6138,2.2651,279.9712,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Daycare (2 - 6 Years),,facility_volume_rank_within_year,6.0,300,228,685,28,96,561,76200.0,210,6,43,16.3333,2.2833,254.0,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Daycare Above and Under 2 Years,,facility_volume_rank_within_year,7.0,268,209,792,42,132,618,94100.0,186,18,45,23.5075,2.9552,351.1194,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Long Term Care,,facility_volume_rank_within_year,8.0,212,129,851,51,131,669,102200.0,120,30,41,33.4906,4.0142,482.0755,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,Catering,,facility_volume_rank_within_year,9.0,154,98,444,33,48,363,54450.0,85,15,19,22.0779,2.8831,353.5714,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2016,unknown,,facility_volume_rank_within_year,10.0,127,117,55,12,13,30,9650.0,11,5,3,6.2992,0.4331,75.9843,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Restaurant,,facility_volume_rank_within_year,1.0,15031,8655,56262,3590,6757,45915,6918200.0,8980,1842,2532,29.0999,3.7431,460.2621,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Grocery Store,,facility_volume_rank_within_year,2.0,2932,1923,10998,725,1463,8810,1331600.0,1643,272,583,29.161,3.751,454.161,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,School,,facility_volume_rank_within_year,3.0,1217,941,3977,146,457,3374,446750.0,859,68,201,22.1035,3.2679,367.0912,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,unknown,,facility_volume_rank_within_year,4.0,548,533,57,2,6,49,5800.0,21,2,13,2.7372,0.104,10.5839,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Bakery,,facility_volume_rank_within_year,5.0,337,219,1355,55,170,1130,146350.0,203,28,67,28.1899,4.0208,434.273,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Daycare (2 - 6 Years),,facility_volume_rank_within_year,6.0,187,147,471,35,64,372,57100.0,125,5,35,21.3904,2.5187,305.3476,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Daycare Above and Under 2 Years,,facility_volume_rank_within_year,7.0,175,123,644,78,113,453,94450.0,101,12,47,33.7143,3.68,539.7143,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Children's Services Facility,,facility_volume_rank_within_year,8.0,125,100,448,45,70,333,53850.0,88,3,28,24.8,3.584,430.8,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Catering,,facility_volume_rank_within_year,9.0,122,81,358,22,35,301,41750.0,80,10,13,18.8525,2.9344,342.2131,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2014,Liquor,,facility_volume_rank_within_year,10.0,92,58,210,21,50,139,32300.0,45,1,33,36.9565,2.2826,351.087,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Restaurant,,facility_volume_rank_within_year,1.0,14284,8783,54827,3557,6774,44496,6646800.0,8190,1624,2470,28.6614,3.8384,465.3318,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Grocery Store,,facility_volume_rank_within_year,2.0,2658,1792,9718,678,1352,7688,1175050.0,1477,258,479,27.7276,3.6561,442.0805,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,School,,facility_volume_rank_within_year,3.0,1162,874,3872,200,605,3067,460000.0,819,85,228,26.9363,3.3322,395.8692,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Daycare (2 - 6 Years),,facility_volume_rank_within_year,4.0,338,270,734,28,97,609,80000.0,207,16,39,16.2722,2.1716,236.6864,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Children's Services Facility,,facility_volume_rank_within_year,5.0,323,229,1018,86,175,757,121250.0,230,14,66,24.7678,3.1517,375.387,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Bakery,,facility_volume_rank_within_year,6.0,322,225,1249,62,154,1033,141500.0,195,24,58,25.4658,3.8789,439.441,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Daycare Above and Under 2 Years,,facility_volume_rank_within_year,7.0,259,205,690,35,92,563,79100.0,182,18,33,19.6911,2.6641,305.4054,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,unknown,,facility_volume_rank_within_year,8.0,232,225,36,7,6,23,4850.0,10,1,7,3.4483,0.1552,20.9052,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Long Term Care,,facility_volume_rank_within_year,9.0,161,120,584,38,62,484,67950.0,111,9,29,23.6025,3.6273,422.0497,Separate time movement from facility-type mix changes.
year_facility_type_shift,year_facility_type,2015,Catering,,facility_volume_rank_within_year,10.0,129,85,493,29,59,405,60500.0,76,16,23,30.2326,3.8217,468.9922,Separate time movement from facility-type mix changes.
year_violation_category_shift,year_violation_category,2010,Food Maintenance,,category_volume_rank_within_year,1.0,37596,8328,37596,0,0,37596,3160300.0,23272,3534,10787,38.0918,1.0,84.0595,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Food Protection,,category_volume_rank_within_year,2.0,20816,7195,20816,2596,451,17769,2712700.0,11860,3075,5879,43.015,1.0,130.318,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Insect and Rodent Control,,category_volume_rank_within_year,3.0,4451,1935,4451,0,4451,0,669750.0,1872,112,2466,57.9196,1.0,150.4718,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Personnel,,category_volume_rank_within_year,4.0,1025,681,1025,0,1025,0,205250.0,242,376,407,76.3902,1.0,200.2439,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Compliance,,category_volume_rank_within_year,5.0,942,464,942,179,763,0,129500.0,368,92,482,60.9342,1.0,137.4735,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Toilet and Hand Washing Facilities for Staff,,category_volume_rank_within_year,6.0,749,457,749,749,0,0,266500.0,198,134,417,73.5648,1.0,355.8077,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Food Equipment and Utensil,,category_volume_rank_within_year,7.0,629,329,629,0,629,0,96500.0,250,25,354,60.2544,1.0,153.4181,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Wash and Waste Water Disposal,,category_volume_rank_within_year,8.0,623,344,623,623,0,0,209000.0,213,55,355,65.8106,1.0,335.4735,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Food Equipment and Utensil Sanitation,,category_volume_rank_within_year,9.0,426,295,426,426,0,0,173000.0,115,136,175,73.0047,1.0,406.1033,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2010,Toilet / Hand Washing Facilities For Customers,,category_volume_rank_within_year,10.0,387,206,387,0,387,0,60000.0,143,30,214,63.0491,1.0,155.0388,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2011,Food Maintenance,,category_volume_rank_within_year,1.0,42369,8732,42369,0,0,42369,3594700.0,26549,4030,11785,37.3268,1.0,84.8427,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2011,Food Protection,,category_volume_rank_within_year,2.0,22694,7566,22694,2306,488,19900,2800800.0,13236,3160,6295,41.663,1.0,123.4159,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2011,Insect and Rodent Control,,category_volume_rank_within_year,3.0,4922,2098,4922,0,4922,0,749500.0,2103,131,2687,57.2531,1.0,152.2755,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2011,Personnel,,category_volume_rank_within_year,4.0,1128,762,1128,0,1128,0,231250.0,259,445,424,77.039,1.0,205.0089,Identify whether the violation mix changes over time.
year_violation_category_shift,year_violation_category,2011,Compliance,,category_volume_rank_within_year,5.0,1080,512,1080,207,873,0,143000.0,430,103,547,60.1852,1.0,132.4074,Identify whether the violation mix changes over time.
