evidence_block,grain,item,item_2,item_3,rank_label,rank_value,order_count,line_count,total_order_value,avg_order_value,history_rows,status_count,min_status_id,max_status_id,delivered_orders,cancelled_orders,returned_orders,share_pct,secondary_value,notes
lifecycle_by_country,country_lifecycle,Iran,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,43,43,397.61,9.2467,2.0233,2.0233,,,0,0,0,52.439,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ireland,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,13,13,106.68,8.2062,2.0769,2.0769,,,0,0,0,48.1481,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ivory Coast,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,1,1,14.52,14.52,2.0,2.0,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Japan,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,63,63,563.0,8.9365,2.0159,2.0159,,,0,0,0,52.9412,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kazakhstan,delivered_path,,lifecycle_rank_within_country,1.0,3,3,26.26,8.7533,4.0,4.0,,,3,0,0,75.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kenya,delivered_path,,lifecycle_rank_within_country,1.0,21,21,197.83,9.4205,4.0,4.0,,,21,0,0,53.8462,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kosovo,delivered_path,,lifecycle_rank_within_country,1.0,1,1,17.06,17.06,4.0,4.0,,,1,0,0,100.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kyrgyzstan,delivered_path,,lifecycle_rank_within_country,1.0,2,2,12.78,6.39,4.0,4.0,,,2,0,0,66.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Latvia,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,2,2,16.37,8.185,2.0,2.0,,,0,0,0,66.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Lesotho,delivered_path,,lifecycle_rank_within_country,1.0,1,1,13.05,13.05,4.0,4.0,,,1,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Libya,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,12,12,152.84,12.7367,2.0,2.0,,,0,0,0,48.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Luxembourg,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,2,2,10.16,5.08,2.5,2.5,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Macedonia,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,16,16,133.54,8.3463,1.9375,1.9375,,,0,0,0,57.1429,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Madagascar,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,22,22,191.67,8.7123,1.9091,1.9091,,,0,0,0,48.8889,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Malaysia,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,10,10,73.23,7.323,2.1,2.1,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mali,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,14,14,135.66,9.69,1.8571,1.8571,,,0,0,0,48.2759,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Malta,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,2,2,18.99,9.495,2.5,2.5,,,0,0,0,66.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mexico,delivered_path,,lifecycle_rank_within_country,1.0,30,30,337.71,11.257,4.0,4.0,,,30,0,0,47.619,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Micronesia,delivered_path,,lifecycle_rank_within_country,1.0,5,5,54.4,10.88,4.0,4.0,,,5,0,0,62.5,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Moldova,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,3,3,30.09,10.03,1.6667,1.6667,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mongolia,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,2,2,18.73,9.365,2.0,2.0,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Montenegro,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,4,4,36.35,9.0875,2.0,2.0,,,0,0,0,66.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Morocco,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,17,17,125.05,7.3559,2.1765,2.1765,,,0,0,0,47.2222,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Myanmar,delivered_path,,lifecycle_rank_within_country,1.0,25,25,251.57,10.0628,4.0,4.0,,,25,0,0,59.5238,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Nepal,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,7,7,48.85,6.9786,1.7143,1.7143,,,0,0,0,58.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Netherlands,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,20,20,204.6,10.23,1.9,1.9,,,0,0,0,52.6316,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,New Zealand,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,12,12,129.91,10.8258,2.1667,2.1667,,,0,0,0,66.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Nigeria,delivered_path,,lifecycle_rank_within_country,1.0,33,33,337.61,10.2306,4.0,4.0,,,33,0,0,58.9286,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Norway,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,24,24,201.78,8.4075,1.9583,1.9583,,,0,0,0,55.814,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Pakistan,delivered_path,,lifecycle_rank_within_country,1.0,51,51,538.02,10.5494,4.0,4.0,,,51,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Palestine,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,1,1,0.84,0.84,1.0,1.0,,,0,0,0,100.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Panama,delivered_path,,lifecycle_rank_within_country,1.0,4,4,37.95,9.4875,4.0,4.0,,,4,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Peru,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,126,126,1349.63,10.7113,1.9444,1.9444,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Philippines,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,172,172,1746.44,10.1537,2.0058,2.0058,,,0,0,0,51.497,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Poland,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,164,164,1623.43,9.899,2.0488,2.0488,,,0,0,0,50.6173,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Portugal,delivered_path,,lifecycle_rank_within_country,1.0,122,122,1162.78,9.531,4.0,4.0,,,122,0,0,47.1042,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Russia,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,269,269,2553.75,9.4935,2.0112,2.0112,,,0,0,0,52.7451,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Rwanda,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,4,4,55.66,13.915,2.25,2.25,,,0,0,0,66.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Samoa,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,6,6,62.97,10.495,2.3333,2.3333,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Serbia,delivered_path,,lifecycle_rank_within_country,1.0,19,19,237.92,12.5221,4.0,4.0,,,19,0,0,52.7778,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Sierra Leone,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,15,15,153.12,10.208,2.0667,2.0667,,,0,0,0,62.5,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Slovakia,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,6,6,39.28,6.5467,2.3333,2.3333,,,0,0,0,75.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Slovenia,delivered_path,,lifecycle_rank_within_country,1.0,11,11,74.44,6.7673,4.0,4.0,,,11,0,0,52.381,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,South Africa,delivered_path,,lifecycle_rank_within_country,1.0,16,16,113.97,7.1231,4.0,4.0,,,16,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,South Korea,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,6,6,50.94,8.49,2.1667,2.1667,,,0,0,0,60.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Sweden,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,77,77,863.26,11.2112,2.0,2.0,,,0,0,0,52.027,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Syria,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,35,35,333.67,9.5334,1.9714,1.9714,,,0,0,0,52.2388,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Taiwan,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,6,6,83.19,13.865,2.3333,2.3333,,,0,0,0,75.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Tajikistan,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,12,12,137.44,11.4533,1.9167,1.9167,,,0,0,0,57.1429,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Tanzania,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,5,5,61.76,12.352,2.2,2.2,,,0,0,0,62.5,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Thailand,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,31,31,332.36,10.7213,2.0323,2.0323,,,0,0,0,50.8197,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Tunisia,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,8,8,73.24,9.155,1.875,1.875,,,0,0,0,61.5385,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Uganda,delivered_path,,lifecycle_rank_within_country,1.0,3,3,38.14,12.7133,4.0,4.0,,,3,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ukraine,delivered_path,,lifecycle_rank_within_country,1.0,46,46,390.52,8.4896,4.0,4.0,,,46,0,0,49.4624,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,United Kingdom,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,11,11,105.07,9.5518,2.0,2.0,,,0,0,0,55.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,United States of America,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,126,126,1115.85,8.856,1.9683,1.9683,,,0,0,0,56.5022,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Uzbekistan,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,18,18,187.24,10.4022,2.0556,2.0556,,,0,0,0,51.4286,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Venezuela,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,15,15,171.86,11.4573,1.9333,1.9333,,,0,0,0,53.5714,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Vietnam,delivered_path,,lifecycle_rank_within_country,1.0,28,28,277.17,9.8989,4.0,4.0,,,28,0,0,51.8519,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Yemen,incomplete_or_in_progress,,lifecycle_rank_within_country,1.0,3,3,20.13,6.71,1.6667,1.6667,,,0,0,0,60.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Afghanistan,delivered_path,,lifecycle_rank_within_country,2.0,21,21,240.87,11.47,4.0,4.0,,,21,0,0,38.8889,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Albania,delivered_path,,lifecycle_rank_within_country,2.0,8,8,45.36,5.67,4.0,4.0,,,8,0,0,36.3636,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Argentina,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,11,11,161.93,14.7209,1.8182,1.8182,,,0,0,0,44.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Armenia,delivered_path,,lifecycle_rank_within_country,2.0,45,45,413.04,9.1787,4.0,4.0,,,45,0,0,48.3871,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Australia,delivered_path,,lifecycle_rank_within_country,2.0,3,3,35.56,11.8533,4.0,4.0,,,3,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Azerbaijan,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,18,18,166.08,9.2267,2.1111,2.1111,,,0,0,0,47.3684,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Bangladesh,delivered_path,,lifecycle_rank_within_country,2.0,8,8,78.42,9.8025,4.0,4.0,,,8,0,0,38.0952,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Belarus,delivered_path,,lifecycle_rank_within_country,2.0,21,21,205.3,9.7762,4.0,4.0,,,21,0,0,42.8571,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Bhutan,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,11,11,102.48,9.3164,2.3636,2.3636,,,0,0,0,36.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Brazil,delivered_path,,lifecycle_rank_within_country,2.0,146,146,1499.71,10.272,4.0,4.0,,,146,0,0,43.8438,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Burkina Faso,delivered_path,,lifecycle_rank_within_country,2.0,4,4,16.24,4.06,4.0,4.0,,,4,0,0,28.5714,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Cameroon,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,15,15,152.9,10.1933,2.0,2.0,,,0,0,0,41.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Canada,delivered_path,,lifecycle_rank_within_country,2.0,42,42,414.91,9.8788,4.0,4.0,,,42,0,0,46.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,China,delivered_path,,lifecycle_rank_within_country,2.0,519,519,5236.68,10.0899,4.0,4.0,,,519,0,0,44.1327,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Colombia,delivered_path,,lifecycle_rank_within_country,2.0,57,57,609.27,10.6889,4.0,4.0,,,57,0,0,43.5115,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Comoros,delivered_path,,lifecycle_rank_within_country,2.0,2,2,17.76,8.88,4.0,4.0,,,2,0,0,15.3846,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Costa Rica,delivered_path,,lifecycle_rank_within_country,2.0,24,24,288.98,12.0408,4.0,4.0,,,24,0,0,40.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Croatia,delivered_path,,lifecycle_rank_within_country,2.0,8,8,83.72,10.465,4.0,4.0,,,8,0,0,44.4444,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Cuba,delivered_path,,lifecycle_rank_within_country,2.0,2,2,21.8,10.9,4.0,4.0,,,2,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Cyprus,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,1,1,7.39,7.39,2.0,2.0,,,0,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Czech Republic,delivered_path,,lifecycle_rank_within_country,2.0,49,49,505.99,10.3263,4.0,4.0,,,49,0,0,37.4046,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Democratic Republic of the Congo,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,15,15,168.19,11.2127,1.7333,1.7333,,,0,0,0,35.7143,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Denmark,delivered_path,,lifecycle_rank_within_country,2.0,1,1,1.31,1.31,4.0,4.0,,,1,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ecuador,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,23,23,265.84,11.5583,2.087,2.087,,,0,0,0,36.5079,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Egypt,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,1,1,4.75,4.75,3.0,3.0,,,0,0,0,20.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ethiopia,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,1,1,13.45,13.45,2.0,2.0,,,0,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Finland,delivered_path,,lifecycle_rank_within_country,2.0,3,3,21.27,7.09,4.0,4.0,,,3,0,0,21.4286,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,France,delivered_path,,lifecycle_rank_within_country,2.0,84,84,810.34,9.6469,4.0,4.0,,,84,0,0,40.1914,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Georgia,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,3,3,43.44,14.48,2.3333,2.3333,,,0,0,0,37.5,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Germany,delivered_path,,lifecycle_rank_within_country,2.0,9,9,109.9,12.2111,4.0,4.0,,,9,0,0,45.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ghana,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,11,11,91.04,8.2764,2.2727,2.2727,,,0,0,0,45.8333,,Lifecycle buckets by destination country.
