evidence_block,grain,item,item_2,item_3,rank_label,rank_value,inspections,establishments,violations,critical_violations,serious_violations,minor_violations,total_fine,pass_count,conditional_count,fail_count,issue_rate_pct,avg_violations_per_inspection,avg_fine_per_inspection,notes
category_fine_efficiency,violation_category,Food Equipment and Utensil Sanitation,,,fine_burden_rank,7.0,2913,1942,2913,2913,0,0,1237000.0,571,1124,1217,80.3639,1.0,424.6481,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
category_fine_efficiency,violation_category,Wash and Waste Water Disposal,,,fine_burden_rank,8.0,3491,1858,3491,3491,0,0,1209000.0,1105,415,1957,67.9461,1.0,346.3191,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
category_fine_efficiency,violation_category,Food Equipment and Utensil,,,fine_burden_rank,9.0,6080,2836,6080,0,6080,0,978250.0,2435,341,3268,59.3586,1.0,160.8964,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
category_fine_efficiency,violation_category,Toilet / Hand Washing Facilities For Customers,,,fine_burden_rank,10.0,2757,1327,2757,0,2757,0,457250.0,1054,234,1465,61.625,1.0,165.8506,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
category_fine_efficiency,violation_category,Display of Inspection Report Summary,,,fine_burden_rank,11.0,1254,1048,1254,0,1254,0,288500.0,100,652,498,91.7065,1.0,230.0638,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
category_fine_efficiency,violation_category,Compliance Insect and Rodent Control,,,fine_burden_rank,12.0,762,333,762,762,0,0,271500.0,237,32,491,68.6352,1.0,356.2992,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
category_fine_efficiency,violation_category,No Smoking Regulations,,,fine_burden_rank,13.0,728,464,728,0,0,728,55100.0,185,161,379,74.1758,1.0,75.6868,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
category_fine_efficiency,violation_category,Toxic Items,,,fine_burden_rank,14.0,223,152,223,0,223,0,43500.0,57,53,112,73.991,1.0,195.0673,Identify categories where fine burden is larger or smaller than simple violation frequency suggests.
point_fine_concentration,inspection_point,34,Food Maintenance,Minor,fine_burden_rank,1.0,69102,18193,69102,0,0,69102,6159500.0,44989,7708,16235,34.6488,1.0,89.1363,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,33,Food Protection,Minor,fine_burden_rank,2.0,61179,16469,61179,0,0,61179,5454400.0,39886,7283,13841,34.5282,1.0,89.1548,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,35,Food Maintenance,Minor,fine_burden_rank,3.0,60882,17511,60882,0,0,60882,5435000.0,39075,6546,15101,35.5557,1.0,89.271,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,38,Food Maintenance,Minor,fine_burden_rank,4.0,51781,16900,51781,0,0,51781,4574200.0,33000,5585,13058,36.0036,1.0,88.3374,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,32,Food Protection,Minor,fine_burden_rank,5.0,50535,15585,50535,0,0,50535,4516300.0,32041,6041,12327,36.3471,1.0,89.3697,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,18,Insect and Rodent Control,Serious,fine_burden_rank,6.0,26207,9071,26207,0,26207,0,4242750.0,11091,869,14135,57.2519,1.0,161.8938,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,3,Food Protection,Critical,fine_burden_rank,7.0,7481,4808,7481,7481,0,0,3653000.0,217,4365,2898,97.086,1.0,488.3037,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,41,Food Maintenance,Minor,fine_burden_rank,8.0,33647,13175,33647,0,0,33647,2928100.0,20697,3634,9206,38.1609,1.0,87.0241,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,2,Food Protection,Critical,fine_burden_rank,9.0,7070,4267,7070,7070,0,0,2862000.0,1637,2300,3124,76.7185,1.0,404.8091,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,36,Food Maintenance,Minor,fine_burden_rank,10.0,25786,10635,25786,0,0,25786,2270300.0,16189,2763,6761,36.9348,1.0,88.0439,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,21,Personnel,Serious,fine_burden_rank,11.0,9676,5125,9676,0,9676,0,2062250.0,1879,4377,3379,80.1571,1.0,213.1304,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,11,Toilet and Hand Washing Facilities for Staff,Critical,fine_burden_rank,12.0,4329,2426,4329,4329,0,0,1540000.0,1398,613,2298,67.2442,1.0,355.7404,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,30,Food Protection,Minor,fine_burden_rank,13.0,15378,6878,15378,0,0,15378,1373000.0,9666,2236,3448,36.9619,1.0,89.2834,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,40,Food Maintenance,Minor,fine_burden_rank,14.0,15847,8027,15847,0,0,15847,1351800.0,9609,2053,4144,39.1052,1.0,85.3032,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,29,Compliance,Serious,fine_burden_rank,15.0,8756,3622,8756,0,8756,0,1254000.0,3556,596,4545,58.714,1.0,143.2161,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,12,Toilet and Hand Washing Facilities for Staff,Critical,fine_burden_rank,16.0,2998,2066,2998,2998,0,0,1217000.0,551,867,1571,81.3209,1.0,405.9373,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,8,Food Equipment and Utensil Sanitation,Critical,fine_burden_rank,17.0,2766,1854,2766,2766,0,0,1177500.0,540,1079,1147,80.4772,1.0,425.705,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,16,Food Protection,Serious,fine_burden_rank,18.0,6085,3131,6085,0,6085,0,1093500.0,1915,1280,2873,68.2498,1.0,179.7042,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,19,Insect and Rodent Control,Serious,fine_burden_rank,19.0,6301,2936,6301,0,6301,0,1013000.0,2497,443,3333,59.927,1.0,160.7681,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,31,Food Protection,Minor,fine_burden_rank,20.0,9937,5233,9937,0,0,9937,871900.0,6110,1467,2329,38.2007,1.0,87.7428,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,9,Wash and Waste Water Disposal,Critical,fine_burden_rank,21.0,2315,1293,2315,2315,0,0,796000.0,764,267,1275,66.6091,1.0,343.8445,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,24,Food Equipment and Utensil,Serious,fine_burden_rank,22.0,4907,2337,4907,0,4907,0,776500.0,1972,256,2656,59.3438,1.0,158.2433,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,43,Food Maintenance,Minor,fine_burden_rank,23.0,7976,4274,7976,0,0,7976,700900.0,4772,1342,1845,39.9574,1.0,87.8761,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,6,Food Protection,Critical,fine_burden_rank,24.0,1425,1222,1425,1425,0,0,693500.0,46,771,608,96.7719,1.0,486.6667,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,37,Food Maintenance,Minor,fine_burden_rank,25.0,7865,4482,7865,0,0,7865,650200.0,4630,723,2487,40.8137,1.0,82.6701,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,45,Food Maintenance,Minor,fine_burden_rank,26.0,6030,4055,6030,0,0,6030,576300.0,3664,977,1356,38.6899,1.0,95.5721,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,42,Food Maintenance,Minor,fine_burden_rank,27.0,6470,3780,6470,0,0,6470,566600.0,3772,1232,1452,41.4838,1.0,87.5734,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,10,Wash and Waste Water Disposal,Critical,fine_burden_rank,28.0,1176,676,1176,1176,0,0,413000.0,341,148,682,70.5782,1.0,351.1905,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,26,Toilet / Hand Washing Facilities For Customers,Serious,fine_burden_rank,29.0,2230,1089,2230,0,2230,0,363500.0,879,141,1206,60.4036,1.0,163.0045,Find whether the penalty burden is concentrated in a small set of inspection points.
point_fine_concentration,inspection_point,28,Display of Inspection Report Summary,Serious,fine_burden_rank,30.0,1254,1048,1254,0,1254,0,288500.0,100,652,498,91.7065,1.0,230.0638,Find whether the penalty burden is concentrated in a small set of inspection points.
facility_risk_fine_profile,facility_type_risk_level,Restaurant,1,,fine_burden_rank,1.0,74466,11810,299468,19797,35921,243750,35942700.0,44409,8434,14121,30.289,4.0215,482.6726,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Restaurant,2,,fine_burden_rank,2.0,19130,3826,62634,3621,8884,50129,7510050.0,11378,2065,3313,28.1129,3.2741,392.5797,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Grocery Store,2,,fine_burden_rank,3.0,6864,1464,29518,1823,4784,22911,3517150.0,3591,714,1687,34.9796,4.3004,512.4053,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Grocery Store,1,,fine_burden_rank,4.0,5545,740,25974,1690,2791,21493,3128200.0,3489,704,1074,32.0649,4.6842,564.1479,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,School,1,,fine_burden_rank,5.0,7735,941,27613,1007,3409,23197,3116850.0,5629,406,1435,23.8009,3.5699,402.9541,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Grocery Store,3,,fine_burden_rank,6.0,7134,3110,23254,1595,3723,17936,2595050.0,4051,208,1946,30.1934,3.2596,363.7581,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Daycare (2 - 6 Years),1,,fine_burden_rank,7.0,2290,619,6556,290,871,5395,707300.0,1533,65,459,22.8821,2.8629,308.8646,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Daycare Above and Under 2 Years,1,,fine_burden_rank,8.0,1565,444,4933,323,655,3955,587800.0,1111,82,284,23.3866,3.1521,375.5911,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Bakery,2,,fine_burden_rank,9.0,1273,289,4843,209,667,3967,525350.0,762,79,258,26.4729,3.8044,412.6866,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Children's Services Facility,1,,fine_burden_rank,10.0,1430,416,4323,320,631,3372,506850.0,1049,58,260,22.2378,3.0231,354.4406,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Bakery,1,,fine_burden_rank,11.0,821,113,3795,189,433,3173,415700.0,528,62,186,30.2071,4.6224,506.3337,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Long Term Care,1,,fine_burden_rank,12.0,836,242,3571,200,412,2959,406700.0,533,96,162,30.8612,4.2715,486.4833,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,School,2,,fine_burden_rank,13.0,1088,148,3459,120,444,2895,390150.0,832,66,172,21.875,3.1792,358.5938,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Catering,1,,fine_burden_rank,14.0,813,165,2627,144,296,2187,300000.0,488,62,138,24.6002,3.2312,369.0037,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Daycare Combo 1586,1,,fine_burden_rank,15.0,767,212,2423,178,436,1809,284500.0,457,39,183,28.9439,3.1591,370.9257,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Liquor,3,,fine_burden_rank,16.0,645,313,1969,188,452,1329,244550.0,343,9,242,38.9147,3.0527,379.1473,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Restaurant,3,,fine_burden_rank,17.0,898,513,1907,194,278,1435,220550.0,558,25,206,25.7238,2.1236,245.6013,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Hospital,1,,fine_burden_rank,18.0,365,91,1230,62,114,1054,140550.0,258,33,56,24.3836,3.3699,385.0685,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Mobile Food Dispenser,3,,fine_burden_rank,19.0,613,350,757,278,109,370,136600.0,370,19,177,31.9739,1.2349,222.8385,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Golden Diner,1,,fine_burden_rank,20.0,395,68,1033,72,206,755,136600.0,257,46,67,28.6076,2.6152,345.8228,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Mobile Food Preparer,2,,fine_burden_rank,21.0,244,78,629,147,147,335,96400.0,132,4,84,36.0656,2.5779,395.082,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Wholesale,3,,fine_burden_rank,22.0,249,138,795,70,151,574,91900.0,147,0,90,36.1446,3.1928,369.0763,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,TAVERN,3,,fine_burden_rank,23.0,198,94,788,59,165,564,91550.0,97,7,70,38.8889,3.9798,462.3737,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Wholesale,2,,fine_burden_rank,24.0,172,80,655,64,122,469,84650.0,101,4,57,35.4651,3.8081,492.1512,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Daycare (Under 2 Years),1,,fine_burden_rank,25.0,188,53,562,47,57,458,66950.0,123,6,36,22.3404,2.9894,356.117,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,School,3,,fine_burden_rank,26.0,155,29,383,16,95,272,45900.0,107,7,30,23.871,2.471,296.129,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,GAS STATION,3,,fine_burden_rank,27.0,78,36,342,12,49,281,37850.0,42,4,25,37.1795,4.3846,485.2564,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,Wholesale,1,,fine_burden_rank,28.0,85,39,293,16,34,243,32950.0,49,2,26,32.9412,3.4471,387.6471,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,BANQUET HALL,1,,fine_burden_rank,29.0,86,15,277,16,35,226,31350.0,39,2,22,27.907,3.2209,364.5349,Connect penalty burden back to operating segments rather than only violation labels.
facility_risk_fine_profile,facility_type_risk_level,GROCERY/RESTAURANT,1,,fine_burden_rank,30.0,48,8,227,15,17,195,28150.0,25,10,7,35.4167,4.7292,586.4583,Connect penalty burden back to operating segments rather than only violation labels.
