evidence_block,grain,item,item_2,item_3,rank_label,rank_value,catalog_book_count,sold_book_count,line_count,order_count,customer_count,total_price,avg_price,secondary_value,share_pct,notes
title_country_mix,title_country,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,Peru,,country_rank_within_title,1.0,,,1,1,1,19.9,19.9,,49.4164,Destination-country mix for top observed titles.
title_country_mix,title_country,Life of Pi,China,,country_rank_within_title,1.0,,,1,1,1,17.15,17.15,,43.5832,Destination-country mix for top observed titles.
title_country_mix,title_country,Love-Lies-Bleeding,China,,country_rank_within_title,1.0,,,2,2,2,24.67,12.335,,57.0801,Destination-country mix for top observed titles.
title_country_mix,title_country,Moo  Baa  La La La!,Armenia,,country_rank_within_title,1.0,,,1,1,1,19.04,19.04,,46.0126,Destination-country mix for top observed titles.
title_country_mix,title_country,"My Ishmael (Ishmael  #3)",United States of America,,country_rank_within_title,1.0,,,1,1,1,19.81,19.81,,50.2027,Destination-country mix for top observed titles.
title_country_mix,title_country,Nickel and Dimed: On (Not) Getting by in America,Colombia,,country_rank_within_title,1.0,,,1,1,1,18.97,18.97,,44.8675,Destination-country mix for top observed titles.
title_country_mix,title_country,O Xará,Brazil,,country_rank_within_title,1.0,,,1,1,1,18.23,18.23,,34.7635,Destination-country mix for top observed titles.
title_country_mix,title_country,Pies and Tarts,China,,country_rank_within_title,1.0,,,1,1,1,18.89,18.89,,35.9604,Destination-country mix for top observed titles.
title_country_mix,title_country,Preface to the Phenomenology of Spirit,Taiwan,,country_rank_within_title,1.0,,,1,1,1,18.92,18.92,,40.4446,Destination-country mix for top observed titles.
title_country_mix,title_country,Raising the Bar: Ministry to Youth in the New Millennium,Myanmar,,country_rank_within_title,1.0,,,1,1,1,16.13,16.13,,39.8173,Destination-country mix for top observed titles.
title_country_mix,title_country,"Reversible Errors (Kindle County Legal Thriller #6)",China,,country_rank_within_title,1.0,,,1,1,1,19.75,19.75,,41.4394,Destination-country mix for top observed titles.
title_country_mix,title_country,"Ring of Fire (Ring of Fire Anthology  #1)",Uzbekistan,,country_rank_within_title,1.0,,,1,1,1,13.9,13.9,,27.8501,Destination-country mix for top observed titles.
title_country_mix,title_country,Rose of No Man's Land,Cameroon,,country_rank_within_title,1.0,,,1,1,1,16.67,16.67,,39.9377,Destination-country mix for top observed titles.
title_country_mix,title_country,Schopenhauer: A Very Short Introduction,China,,country_rank_within_title,1.0,,,2,2,2,21.42,10.71,,48.1457,Destination-country mix for top observed titles.
title_country_mix,title_country,Secret for a Nightingale,Ecuador,,country_rank_within_title,1.0,,,1,1,1,19.06,19.06,,37.1902,Destination-country mix for top observed titles.
title_country_mix,title_country,Seduction by Design,Indonesia,,country_rank_within_title,1.0,,,1,1,1,15.96,15.96,,37.6771,Destination-country mix for top observed titles.
title_country_mix,title_country,SeinLanguage,China,,country_rank_within_title,1.0,,,1,1,1,19.14,19.14,,36.73,Destination-country mix for top observed titles.
title_country_mix,title_country,Skylight Confessions,Indonesia,,country_rank_within_title,1.0,,,1,1,1,19.5,19.5,,38.6751,Destination-country mix for top observed titles.
title_country_mix,title_country,Spares,France,,country_rank_within_title,1.0,,,1,1,1,18.23,18.23,,34.177,Destination-country mix for top observed titles.
title_country_mix,title_country,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Honduras,,country_rank_within_title,1.0,,,1,1,1,19.98,19.98,,43.9604,Destination-country mix for top observed titles.
title_country_mix,title_country,"Territoires (Le talisman des territoires  #2)",Indonesia,,country_rank_within_title,1.0,,,1,1,1,18.43,18.43,,39.6771,Destination-country mix for top observed titles.
title_country_mix,title_country,The Architecture of Happiness,Indonesia,,country_rank_within_title,1.0,,,2,2,2,38.3,19.15,,71.4153,Destination-country mix for top observed titles.
title_country_mix,title_country,The Bible Cure For Diabetes,Poland,,country_rank_within_title,1.0,,,1,1,1,14.5,14.5,,35.0411,Destination-country mix for top observed titles.
title_country_mix,title_country,The Bluest Eye,Armenia,,country_rank_within_title,1.0,,,1,1,1,19.39,19.39,,46.4209,Destination-country mix for top observed titles.
title_country_mix,title_country,The Book of Five Rings,Pakistan,,country_rank_within_title,1.0,,,1,1,1,14.69,14.69,,37.7635,Destination-country mix for top observed titles.
title_country_mix,title_country,The Cat Who Walks Through Walls (The World As Myth),Czech Republic,,country_rank_within_title,1.0,,,2,2,2,26.85,13.425,,59.024,Destination-country mix for top observed titles.
title_country_mix,title_country,The Communist Manifesto,Madagascar,,country_rank_within_title,1.0,,,1,1,1,19.56,19.56,,50.0,Destination-country mix for top observed titles.
title_country_mix,title_country,The Complete Works: The Revised Oxford Translation  Vol. 1,Russia,,country_rank_within_title,1.0,,,2,2,2,15.19,7.595,,39.5985,Destination-country mix for top observed titles.
title_country_mix,title_country,The Dive from Clausen's Pier,Canada,,country_rank_within_title,1.0,,,1,1,1,17.68,17.68,,45.9579,Destination-country mix for top observed titles.
title_country_mix,title_country,The Door Into Summer,Morocco,,country_rank_within_title,1.0,,,1,1,1,17.0,17.0,,39.0894,Destination-country mix for top observed titles.
title_country_mix,title_country,"The End of Days (The Earth Chronicles  #7)",Indonesia,,country_rank_within_title,1.0,,,2,2,2,33.0,16.5,,68.9511,Destination-country mix for top observed titles.
title_country_mix,title_country,The Feminine Mystique,Germany,,country_rank_within_title,1.0,,,1,1,1,19.91,19.91,,48.4193,Destination-country mix for top observed titles.
title_country_mix,title_country,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,China,,country_rank_within_title,1.0,,,1,1,1,14.73,14.73,,38.4194,Destination-country mix for top observed titles.
title_country_mix,title_country,The Hour Before Dark,United States of America,,country_rank_within_title,1.0,,,1,1,1,15.84,15.84,,38.013,Destination-country mix for top observed titles.
title_country_mix,title_country,The Illustrated Book of Ballet Stories (with CD),Ecuador,,country_rank_within_title,1.0,,,1,1,1,17.15,17.15,,44.4646,Destination-country mix for top observed titles.
title_country_mix,title_country,The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),China,,country_rank_within_title,1.0,,,2,2,2,22.77,11.385,,58.6251,Destination-country mix for top observed titles.
title_country_mix,title_country,The Killer Angels,Morocco,,country_rank_within_title,1.0,,,1,1,1,19.36,19.36,,49.7814,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8)",Kenya,,country_rank_within_title,1.0,,,1,1,1,19.18,19.18,,41.1853,Destination-country mix for top observed titles.
title_country_mix,title_country,The Picture of Dorian Gray,China,,country_rank_within_title,1.0,,,1,1,1,15.79,15.79,,39.7633,Destination-country mix for top observed titles.
title_country_mix,title_country,The Prophet,Haiti,,country_rank_within_title,1.0,,,1,1,1,18.77,18.77,,30.9124,Destination-country mix for top observed titles.
title_country_mix,title_country,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Russia,,country_rank_within_title,1.0,,,1,1,1,19.38,19.38,,39.8683,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Raphael Affair (Jonathan Argyll  #1)",Brazil,,country_rank_within_title,1.0,,,1,1,1,19.07,19.07,,36.1037,Destination-country mix for top observed titles.
title_country_mix,title_country,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,China,,country_rank_within_title,1.0,,,2,2,2,34.06,17.03,,65.0,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Right Attitude to Rain (Isabel Dalhousie  #3)",Thailand,,country_rank_within_title,1.0,,,1,1,1,18.71,18.71,,31.7819,Destination-country mix for top observed titles.
title_country_mix,title_country,The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,Indonesia,,country_rank_within_title,1.0,,,1,1,1,19.68,19.68,,50.0509,Destination-country mix for top observed titles.
title_country_mix,title_country,The Secret Lives of Men and Women: A PostSecret Book,Thailand,,country_rank_within_title,1.0,,,1,1,1,19.14,19.14,,48.0784,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Shadow Rising (The Wheel of Time  #4)",China,,country_rank_within_title,1.0,,,3,3,3,50.22,16.74,,91.5588,Destination-country mix for top observed titles.
title_country_mix,title_country,The Stone Fey,Indonesia,,country_rank_within_title,1.0,,,2,2,2,36.07,18.035,,72.0967,Destination-country mix for top observed titles.
title_country_mix,title_country,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Indonesia,,country_rank_within_title,1.0,,,2,2,2,21.77,10.885,,52.0689,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Teeth of the Tiger (Jack Ryan Universe  #12)",Indonesia,,country_rank_within_title,1.0,,,1,1,1,19.0,19.0,,49.0323,Destination-country mix for top observed titles.
title_country_mix,title_country,The Voices of Morebath: Reformation and Rebellion in an English Village,Russia,,country_rank_within_title,1.0,,,2,2,2,38.36,19.18,,100.0,Destination-country mix for top observed titles.
title_country_mix,title_country,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,Poland,,country_rank_within_title,1.0,,,1,1,1,19.93,19.93,,40.74,Destination-country mix for top observed titles.
title_country_mix,title_country,The Working Poor: Invisible in America,Costa Rica,,country_rank_within_title,1.0,,,1,1,1,19.79,19.79,,50.3819,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Zucchini Warriors (Macdonald Hall  #5)",Belarus,,country_rank_within_title,1.0,,,1,1,1,18.58,18.58,,35.4648,Destination-country mix for top observed titles.
title_country_mix,title_country,"Time for the Stars (Heinlein's Juveniles  #10)",Netherlands,,country_rank_within_title,1.0,,,1,1,1,18.41,18.41,,41.0571,Destination-country mix for top observed titles.
title_country_mix,title_country,Tinsel,Poland,,country_rank_within_title,1.0,,,1,1,1,18.1,18.1,,38.2098,Destination-country mix for top observed titles.
title_country_mix,title_country,Tortilla Flat,China,,country_rank_within_title,1.0,,,1,1,1,16.6,16.6,,41.7085,Destination-country mix for top observed titles.
title_country_mix,title_country,"Unicorn Point (Apprentice Adept #6)",China,,country_rank_within_title,1.0,,,3,3,3,40.03,13.3433,,100.0,Destination-country mix for top observed titles.
title_country_mix,title_country,"Vale of the Vole (Xanth #10)",Mali,,country_rank_within_title,1.0,,,1,1,1,17.69,17.69,,45.6516,Destination-country mix for top observed titles.
title_country_mix,title_country,Watership Down,Brazil,,country_rank_within_title,1.0,,,2,2,2,26.83,13.415,,46.596,Destination-country mix for top observed titles.
title_country_mix,title_country,What Life Was Like in the Jewel in the Crown: British India  AD 1600-1905,New Zealand,,country_rank_within_title,1.0,,,1,1,1,17.39,17.39,,38.5673,Destination-country mix for top observed titles.
title_country_mix,title_country,"Wind Rider's Oath (War God  #3)",Pakistan,,country_rank_within_title,1.0,,,1,1,1,16.13,16.13,,37.4507,Destination-country mix for top observed titles.
title_country_mix,title_country,Wolf Willow,Uganda,,country_rank_within_title,1.0,,,1,1,1,16.98,16.98,,34.2546,Destination-country mix for top observed titles.
title_country_mix,title_country,"Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3)",Haiti,,country_rank_within_title,1.0,,,1,1,1,18.33,18.33,,44.3182,Destination-country mix for top observed titles.
title_country_mix,title_country,犬夜叉 17,Indonesia,,country_rank_within_title,1.0,,,1,1,1,13.85,13.85,,32.8277,Destination-country mix for top observed titles.
title_country_mix,title_country,200 Quilt Blocks: To Mix and Match,Japan,,country_rank_within_title,2.0,,,1,1,1,11.25,11.25,,26.3158,Destination-country mix for top observed titles.
title_country_mix,title_country,"A Higher Justice (The Trials of Kit Shannon #5)",China,,country_rank_within_title,2.0,,,1,1,1,17.31,17.31,,30.0417,Destination-country mix for top observed titles.
title_country_mix,title_country,"A Pinch of Snuff (Dalziel & Pascoe  #5)",Pakistan,,country_rank_within_title,2.0,,,1,1,1,18.13,18.13,,39.5161,Destination-country mix for top observed titles.
title_country_mix,title_country,Accordion Crimes,Sweden,,country_rank_within_title,2.0,,,1,1,1,13.27,13.27,,32.4212,Destination-country mix for top observed titles.
title_country_mix,title_country,Aeneid: Selections from Books 1  2  4  6  10  12,Armenia,,country_rank_within_title,2.0,,,1,1,1,18.93,18.93,,48.6507,Destination-country mix for top observed titles.
title_country_mix,title_country,Anleitung zum Zickigsein,China,,country_rank_within_title,2.0,,,1,1,1,14.91,14.91,,31.8726,Destination-country mix for top observed titles.
title_country_mix,title_country,Are We There Yet?,Morocco,,country_rank_within_title,2.0,,,1,1,1,15.25,15.25,,36.7736,Destination-country mix for top observed titles.
title_country_mix,title_country,"Betsy and Tacy Go Downtown (Betsy-Tacy  #4)",China,,country_rank_within_title,2.0,,,1,1,1,14.77,14.77,,34.7529,Destination-country mix for top observed titles.
title_country_mix,title_country,Black Widow: Homecoming,China,,country_rank_within_title,2.0,,,1,1,1,12.86,12.86,,27.9991,Destination-country mix for top observed titles.
title_country_mix,title_country,Camera Lucida: Reflections on Photography,Guatemala,,country_rank_within_title,2.0,,,1,1,1,10.89,10.89,,24.6827,Destination-country mix for top observed titles.
title_country_mix,title_country,Celebrations: Rituals of Peace and Prayer,Indonesia,,country_rank_within_title,2.0,,,1,1,1,16.18,16.18,,34.4989,Destination-country mix for top observed titles.
